region-centroid-col;region-centroid-row;region-pixel-count;short-line-density-5;short-line-density-2;vedge-mean;vegde-sd;hedge-mean;hedge-sd;intensity-mean;rawred-mean;rawblue-mean;rawgreen-mean;exred-mean;exblue-mean;exgreen-mean;value-mean;saturation-mean;hue-mean;binaryClass
?;?;?;?;?;2;?;?;?;?;21.1111;29.6667;?;?;4.88889;?;33.3333;0.367514;2.82711;0
?;70;?;?;?;?;?;7.94444;?;?;?;23.8889;18.2222;?;15.8889;-1.11111;?;0.476884;-2.58911;0
?;162;9;?;0;1.94444;?;?;?;?;?;?;37;-16.8889;26.7778;-9.88889;?;?;?;0
?;154;?;?;?;?;?;2;1.86667;28.1481;?;?;23.3333;?;?;?;39.5556;0.453533;?;0
?;118;?;?;?;?;0.136083;0.055556;0.136083;?;?;?;0;?;?;-0.111111;0.111111;?;-2.0944;0
92;?;9;0;0;?;?;0.833333;0.566668;?;?;140.667;?;-30.3333;44;?;140.667;0.176061;-2.32678;0
?;201;?;0;0;?;?;?;?;40.2963;?;?;?;?;?;?;?;?;-2.17583;0
?;?;?;?;?;1.72222;?;1.94444;?;?;?;36.2222;20.2222;?;28.2222;-19.7778;36.2222;0.440509;?;1
?;124;?;?;?;0.888889;?;?;?;?;?;?;3.44444;3.66667;?;-7.33333;7.55556;?;?;1
?;?;?;?;?;?;0.118519;1.61111;?;?;?;29.2222;16.5556;?;?;?;29.2222;?;?;1
?;?;9;0;0;?;1.8227;2.61111;?;?;47.3333;?;?;-18.7778;39.8889;-21.1111;?;0.303602;-2.05255;0
?;?;?;?;?;?;?;0.833334;?;17.963;15.2222;?;23.2222;?;?;15.7778;23.2222;0.348063;?;0
?;161;9;?;0;?;?;?;31.0222;42.037;?;52.2222;?;-18.1111;30.5556;-12.4444;52.2222;?;?;0
?;97;9;0;0;0.888889;?;?;?;2.62963;0.555556;?;?;?;?;-3.55556;?;0.915344;-2.26902;0
201;92;9;0;0;?;?;?;?;?;74.8889;115.444;?;-46.3333;?;-29;?;?;?;0
16;?;?;0;?;4.33333;41.2889;6.22222;66.6518;?;4.33333;?;6.55556;-12.4444;?;?;?;0.742819;?;0
112;18;9;0;0;0.833333;?;?;?;?;102.333;130.111;?;-34.3333;?;?;?;?;?;0
222;62;?;?;?;0.277778;0.250924;0.666667;0.557773;?;?;11.4444;3.66667;?;?;?;?;?;-2.03415;0
243;120;9;0;?;?;?;?;1.83384;?;?;?;?;?;25.4444;?;56.3333;0.245321;-1.91073;0
?;140;?;?;?;?;?;?;?;3.22222;?;?;2;-1.66667;?;-3.66667;5;?;?;0
251;?;9;0;?;?;?;1.61111;?;?;110.778;?;?;-32.5556;48.4444;?;?;?;-2.30791;0
?;?;?;?;?;?;0.833333;3.55556;2.16296;23.8148;?;30.2222;?;?;?;-17.7778;30.2222;?;?;1
?;194;9;?;0.222222;?;1.95126;3.83333;3.08941;48.6296;43;?;?;?;?;?;?;?;?;0
?;209;?;?;0;?;0.666667;?;?;22.5185;?;?;?;-14.5556;?;?;29;0.390338;?;0
69;17;9;0;?;?;?;0.666667;0.311108;?;120.778;143.889;?;-28.5556;40.7778;-12.2222;143.889;0.160604;-2.33949;0
?;118;?;?;0;0.222222;0.074074;0.333333;0.088889;0.925926;0;2.55556;?;?;?;?;2.55556;?;-2.17128;0
?;152;?;?;?;?;0.033333;2.11111;4.34074;1.40741;1;?;0.777778;-1.22222;3.11111;-1.88889;?;0.439153;-2.00027;0
209;?;9;?;0.111111;?;?;?;3.46196;36.7407;?;?;?;-9.22222;23.1111;?;?;?;?;0
63;201;?;?;0;?;?;0.944444;?;?;6.22222;?;11.5556;-4.66667;?;11.3333;11.5556;?;1.98299;0
121;?;9;0.111111;?;2.94444;?;?;0.860662;?;?;62.3333;?;?;?;-18.3333;?;0.2694;-1.99488;0
232;175;?;0;?;1.16667;?;?;?;15.3704;?;?;?;?;-5.44444;14.2222;20.1111;0.387412;2.2422;0
79;44;9;0;0;4.88889;?;2.11111;1.12875;?;50.1111;75.5556;?;?;50.6667;-25;75.5556;0.339917;?;0
231;124;?;?;?;?;14.963;?;6.43334;3;1.44444;5.88889;1.66667;?;8.66667;-4;?;0.895369;?;0
76;?;?;0;0;2.77778;0.779364;?;?;56.3704;?;69.6667;?;?;39.8889;-22.1111;?;?;?;0
?;?;?;?;?;2.27778;3.97408;1.77778;0.918519;17.3333;12.8889;?;22.6667;?;?;?;?;0.43082;2.4712;0
47;?;9;0;?;?;?;1.05556;0.490653;?;?;30.1111;13.6667;-25.7778;?;-11.7778;30.1111;0.701476;-2.32627;0
143;89;?;0;?;2.66667;?;0.333333;0;18;?;25.7778;14.2222;?;23.3333;?;25.7778;?;?;0
17;?;?;?;?;1.72222;3.17407;?;0.951854;20.037;?;?;?;?;25.8889;?;?;0.457772;-2.08425;0
?;?;9;0;0;1.55556;?;2.44444;?;15.4815;?;?;?;?;24.8889;-12.1111;23.7778;0.54148;-2.1125;0
?;?;?;?;?;?;0.166667;1.11111;0.474074;?;7.77778;6.44444;?;5.77778;?;-7.55556;?;0.573633;?;1
?;?;9;?;?;3.27778;?;?;?;29.4444;?;?;?;-13.3333;?;?;?;0.355756;?;0
?;?;?;0.111111;0;?;1.37778;1.55556;1.71852;3.81481;?;?;3.11111;?;?;-2.11111;7.22222;0.867665;?;0
?;?;9;?;?;0.888889;0.607407;2.16667;1.98889;5.25926;1.55556;?;4.11111;-11.1111;14.5556;-3.44444;10.1111;?;-2.39666;0
?;69;?;?;?;3.61111;45.9296;4.33333;36.4;11.0741;?;16;10.3333;-12.5556;14.7778;-2.22222;16;?;?;0
40;?;9;?;?;?;0.518519;2.5;0.655555;?;20.7778;?;?;?;?;-17;?;0.428735;-1.60396;1
?;?;9;?;?;1;?;1.11111;1.05185;2.51852;0.222222;?;1.22222;?;10.7778;-3.88889;6.11111;?;?;0
?;182;9;?;0;?;1.1;?;3.61852;34.5185;31.5556;?;?;?;23.1111;?;42.2222;0.293208;?;0
?;249;?;0;?;?;2.42594;?;?;?;19.7778;?;27.5556;?;?;?;?;0.28661;?;0
?;?;9;?;?;?;?;1;1.09545;0.740741;0.222222;1.77778;0.222222;?;3.11111;-1.55556;?;0.407407;?;0
?;243;9;?;0;1.88889;1.85185;2;0.71111;?;9.88889;12.1111;18;?;-3.66667;14;18;0.452229;?;0
206;64;?;0;?;0.055556;0.136083;?;0.136083;?;?;10.3333;3.11111;-6.11111;?;-7.77778;?;0.69798;-2.01543;0
164;?;9;0.111111;?;?;?;?;?;?;60.2222;79.6667;?;?;40.2222;-22.1111;?;?;?;0
?;?;?;0;0;?;?;1.05556;0.490653;?;36.1111;53.6667;35.6667;?;35.5556;-18.4444;53.6667;?;-2.06864;0
64;19;9;0;0;0.944445;0.151853;1.66667;0.31111;?;131.556;146.444;?;?;?;-7.33333;146.444;?;-2.3586;0
?;36;?;0;?;0.388889;?;0.5;?;7.51852;4.77778;13;?;-8.22222;?;-8.22222;13;?;-2.09729;0
?;73;9;?;?;1.72222;?;0.777777;1.0037;46.2963;?;51.1111;?;-1.88889;14.4444;?;?;?;-1.68159;0
187;80;?;0;?;1.33333;?;1.33333;?;?;37.7778;47.6667;?;?;21.4444;?;?;?;-1.9427;0
86;?;?;0;0;?;?;1.05556;0.685185;?;?;125.556;?;-28.2222;50.1111;-21.8889;?;0.207702;?;0
105;193;9;?;0;?;?;?;2.17733;60.1111;53.1111;?;?;-21;45;?;75.1111;0.308465;?;0
205;190;9;0;0;1.27778;?;?;?;49.4815;44.7778;?;?;-14.1111;?;-19.4444;?;0.290788;?;0
?;?;?;?;?;2.94444;13.7519;16.6667;?;23.6296;?;31.6667;21.8889;-18.8889;24.1111;-5.22222;31.6667;0.514254;?;0
44;?;?;?;?;?;?;1.05556;?;?;57.3333;?;57.6667;?;?;?;?;0.290165;?;0
47;?;?;?;?;2.27778;4.55185;5.88889;?;?;26.7778;?;25.5556;-8.55556;20.7778;?;36.5556;?;-1.95457;0
?;?;9;0;?;?;1.42075;1.66667;1.8619;?;0.888889;?;1.77778;?;?;-2;4.66667;0.872222;-2.3408;0
62;?;?;?;?;?;?;?;?;?;?;63.1111;?;?;?;?;63.1111;0.306215;-1.956;0
?;?;?;?;?;2.05556;1.25462;6.61111;?;?;?;?;?;?;?;-19.5556;?;?;-2.12694;0
?;144;?;0;0;0;?;?;?;0;0;?;0;0;0;0;0;?;?;0
227;222;9;?;0;2.11111;?;?;?;9.33333;?;?;11.7778;?;-5;?;?;0.373693;?;0
26;?;9;0;?;0.611112;0.374076;?;?;?;105.667;128.333;105.333;?;45.6667;?;128.333;?;-2.07842;0
238;?;9;?;?;?;?;?;0.781736;43.5185;?;53;38.7778;-14.2222;?;?;?;?;-2.09641;0
?;89;9;?;?;?;?;6.16667;?;?;13;24.5556;13.4444;?;22.6667;?;24.5556;?;?;0
53;?;?;0;?;3.27778;0.712325;?;0.534027;?;24.4444;36.2222;?;-11.4444;23.8889;-12.4444;?;?;?;0
160;168;?;0;0;1.5;1.14988;0.666666;0.471404;25.1111;20.8889;23;31.4444;-12.6667;-6.33333;19;31.4444;0.335386;?;0
?;70;?;0;?;1;?;?;2.1963;?;?;34;?;?;?;-19.1111;34;0.421281;?;1
?;?;9;?;?;27.9444;?;18.2778;338.641;?;?;60.1111;?;-25.8889;38.7778;?;?;0.413033;-2.30866;0
113;123;9;?;0;?;0.620633;?;?;?;?;?;52.3333;-22.3333;43.3333;-21;?;0.299164;-2.11194;0
60;116;9;0;0;0.722223;0.389682;0.777777;0.344266;?;19.3333;31.4444;?;-12.2222;24.1111;-11.8889;31.4444;0.392149;-2.10498;0
134;?;9;?;0;?;?;?;?;59.3704;52.6667;74.1111;?;?;?;-24.1111;74.1111;?;?;0
162;159;?;?;0;?;0.960324;?;?;26.1111;?;?;23.5556;?;?;-7.66667;29.5556;?;?;0
?;135;9;0;0;?;?;?;?;?;?;83.8889;62.2222;-18.7778;?;?;83.8889;0.258303;?;0
?;191;?;?;0;?;0.507408;?;4.60741;15.1852;?;?;?;?;-0.888889;?;18.5556;0.35037;?;0
?;54;9;?;0;?;0.166667;1;?;?;?;145.556;?;-20.3333;?;?;145.556;?;?;0
?;150;?;0;0;0;?;?;?;0;0;0;0;?;0;?;0;0;?;0
30;91;?;?;0;3.38889;6.46296;?;9.04074;?;2.44444;12.1111;4.22222;?;17.5556;-6.11111;12.1111;?;?;0
?;?;?;?;0;0.888889;0.620633;1.94444;?;?;?;10.5556;16.3333;?;?;12.4444;16.3333;0.415772;?;0
23;?;?;?;0;?;?;7.38889;37.2185;?;?;?;26.5556;?;?;?;37.7778;?;-2.01451;0
8;?;9;0.111111;?;?;?;?;0.699999;?;102.556;132;?;-32.4444;55.8889;?;132;?;?;0
158;219;?;?;0;?;?;?;?;14.8889;11.4444;?;19.6667;-10.3333;-4;14.3333;19.6667;?;?;0
33;?;9;?;?;?;?;3.05556;5.04074;?;?;24.8889;15.4444;0.111111;?;?;24.8889;?;-1.55538;1
183;?;9;0;?;?;?;?;?;?;88.7778;?;?;-43.4444;?;-25.7778;?;0.297205;-2.25722;0
69;?;9;0.222222;?;3.88889;9.94074;?;2.47778;?;?;30.5556;17.6667;?;?;?;?;0.420252;-1.66658;1
?;187;?;0;0;?;?;?;?;?;52.5556;?;50;-16.3333;40.3333;?;?;0.29965;-1.96667;0
170;121;?;?;0;?;?;2.72222;1.92546;32.3704;28.6667;40.5556;27.8889;-11.1111;24.5556;?;40.5556;0.313427;?;0
91;?;9;0;0;?;?;0.833335;0.658283;?;?;?;?;-36.3333;51.3333;-15;?;0.229674;-2.34574;0
?;135;9;?;?;?;?;0.222222;0.403687;1.40741;?;?;?;-1.88889;?;?;3.33333;0.972222;-1.88072;0
53;?;9;0;?;0.444444;0.403686;1.77778;0.860662;?;?;130.667;?;-45.4444;?;-11.7778;130.667;?;-2.43858;0
?;133;9;0;0;0.611111;?;?;0.074074;?;?;?;?;?;3.11111;?;?;0.962963;?;0
?;197;?;?;0;0.333333;0.044444;0.611111;0.062963;6;4.11111;?;9.88889;?;-6;?;?;0.617059;?;0
56;196;?;0;0;?;?;?;?;50.0741;44.3333;?;?;-17.2222;36.4444;-19.2222;62.2222;?;?;0
207;172;?;?;?;?;0.298143;1.66667;0.918937;19;16.4444;16.3333;?;?;?;?;?;0.34375;?;0
?;?;?;?;?;9;?;?;?;?;?;?;?;-14.3333;32;?;?;0.261246;-2.01738;0
123;?;?;?;?;0;0;?;?;0;0;0;0;0;?;0;0;0;0;0
14;?;9;0;0;?;0;?;0;0;?;?;0;0;0;0;0;?;0;0
?;195;?;0.111111;0;?;1.57407;2.05556;?;?;6.33333;?;12.3333;?;?;11.4444;12.3333;0.501683;2.18702;0
?;?;?;?;?;?;?;3.66667;2.88889;21.2222;20.6667;?;15.6667;?;18.3333;-16.6667;?;?;?;1
?;?;?;?;0;1.38889;?;?;?;?;?;?;18.2222;?;?;17.4444;18.2222;?;?;0
140;?;9;0.111111;?;1.05555;?;?;?;110.296;97.6667;130.222;?;-37.8889;?;-21.8889;?;?;?;0
1;?;9;0;?;0.888891;0.455421;?;?;122.852;110.556;140;?;?;51.4444;-14.5556;?;?;-2.35936;0
?;244;?;?;0;?;0.551852;3.61111;6.95185;7.74074;?;?;9.55556;?;-2.22222;?;?;0.383372;?;0
174;?;?;0;?;?;?;0.944445;?;107.444;?;125.778;101.889;-38.3333;?;?;?;0.247337;-2.3373;0
78;?;9;?;?;1.55556;?;2.55556;8.82963;4.59259;?;9.44444;2.88889;?;?;-5.11111;9.44444;?;?;0
228;22;9;0;?;?;?;?;0.975629;?;42.7778;62.8889;?;?;?;?;?;?;?;0
?;?;9;0;?;0.388889;0.107407;0.944444;?;5.03704;6.55556;?;2.77778;?;?;-6.77778;6.55556;0.574735;?;1
129;136;?;?;0;2;?;0.833333;0.122222;6.18518;3.66667;?;4.22222;-7.55556;13.4444;-5.88889;10.6667;0.657744;?;0
?;134;?;0;?;0.111111;0.172133;0.222222;?;1.85185;?;3.88889;?;?;?;?;3.88889;0.833333;-1.9978;0
?;124;?;0;?;?;14.963;1.83333;6.43334;3;?;5.88889;1.66667;-4.66667;8.66667;-4;?;?;?;0
113;?;9;?;?;0.222222;0.074074;?;0.151852;0.740741;0;?;?;-2.22222;?;-2.22222;?;?;-2.0944;0
?;?;?;?;0;?;0.869228;?;?;?;?;?;?;-8.88889;26.4444;-17.5556;52;0.28154;-1.88773;0
120;?;9;0;?;?;?;2.05555;0.742867;?;?;141.111;?;?;50.1111;?;?;?;-2.30531;0
67;?;?;0;0;?;1.49691;?;?;?;?;72.5556;?;?;?;?;?;?;?;0
?;96;9;?;0;2.33333;3.6;2.77778;?;3.77778;1;?;2.33333;?;?;-4.33333;8;0.909236;?;0
144;?;?;0;0;?;?;?;3.51294;56.1481;49.8889;?;?;-18.7778;40.5556;?;?;?;-2.04388;0
?;?;?;?;0;1.05556;0.772202;4.72222;1.02017;?;14.5556;?;26;?;?;18.4444;26;?;2.50681;0
?;105;?;?;?;3.72222;15.663;?;?;4.14815;1.66667;8.33333;?;-7.44444;?;?;8.33333;0.886048;?;0
?;?;?;0;0;?;?;0.833333;0.388889;?;22.6667;30.6667;17.8889;?;20.7778;?;?;?;?;1
226;144;?;?;0;?;?;?;0;?;?;?;0;0;?;?;?;?;0;0
101;121;?;?;?;0.666667;0.843274;1.5;0.888194;3.40741;?;?;?;?;?;-0.888889;?;0.843518;?;0
187;120;?;?;0;2.22222;2.08345;1.27778;0.646929;?;56.8889;69.3333;53.8889;-9.44444;?;-18.4444;?;0.222808;?;0
?;?;9;0;?;4.11111;?;5.72222;28.5074;?;7.66667;18.8889;?;?;19.2222;?;18.8889;0.628156;?;0
77;?;?;0;0;?;0.02963;0.222222;?;?;0;?;0;?;?;-2.33333;?;1;?;0
?;?;9;0;0;0.888889;0.779363;1.05556;0.827759;?;?;9.44444;18.7778;?;?;17.6667;18.7778;?;1.98555;0
185;35;9;0;?;1.38889;?;?;?;?;96.4444;125.444;?;-38;49;?;?;?;-2.4202;0
?;236;9;0;?;2.44444;6.82963;?;7.6;?;?;?;?;?;1.77778;7.11111;?;0.292729;2.7898;0
178;?;?;0;0;?;?;?;?;49.037;44;?;?;-15.1111;?;?;?;?;?;0
186;28;9;0;?;?;?;?;?;?;111;138.667;?;?;48.4444;-13.8889;?;0.199513;?;0
?;?;9;?;?;?;?;?;?;32.7778;29;?;28.6667;?;?;-12.3333;?;?;-2.06427;0
141;?;9;0;?;?;?;?;?;?;?;141.222;?;-29.1111;?;?;?;?;-2.31077;0
?;215;9;?;?;?;?;4.72222;?;23.037;17.1111;22.5556;29.4444;-17.7778;?;?;29.4444;?;2.56105;0
185;?;?;?;?;18.4444;?;?;?;?;?;60.4444;45.4444;?;29.3333;?;?;0.249253;-2.03252;0
?;249;?;?;0;3.5;?;4.55556;?;18;?;?;23.6667;-10;-7;?;23.6667;0.398397;?;0
?;?;9;?;?;3.77778;6.87407;?;?;29.6296;?;?;25.8889;?;21.7778;-11.2222;?;0.30039;?;0
?;?;?;?;?;1.33333;0.699206;1.11111;0.620633;?;0.666667;?;2.22222;-4.77778;4.88889;?;?;0.874074;?;0
231;?;9;0;0;2.61111;?;13.1667;?;40.8889;?;51.7778;?;-20.3333;32.6667;?;?;0.339618;-2.33584;0
128;15;?;?;?;?;0.272168;?;?;?;?;144;?;-32.7778;?;?;144;0.17818;-2.38244;0
91;?;9;?;0;?;0.712325;?;1.02017;?;53.6667;78.1111;54.2222;?;?;?;?;?;?;0
189;68;9;0;?;1.66667;?;?;1.3444;38.5926;38.3333;42.3333;35.1111;-0.777778;?;?;42.3333;?;?;0
?;44;9;0;0;?;?;?;0.755557;?;?;121.444;?;?;?;?;?;?;-2.25454;0
?;129;9;0;?;?;0.433333;0.666667;0.177778;6.33333;7.88889;7.33333;3.77778;4.66667;?;-7.66667;?;?;-0.932783;1
?;136;9;0;0;0.333333;0.177778;0.388889;0.107407;?;0.111111;1.88889;0.111111;?;?;-1.77778;?;0.962963;?;0
?;?;?;?;0;1.05556;?;0.666667;?;?;?;6.88889;1;-6.77778;?;-5.44444;6.88889;?;-2.16432;0
?;191;9;0;0;?;?;?;?;59.5926;?;?;?;?;46.8889;-25.1111;75.2222;?;?;0
?;?;9;?;?;1.33333;?;2.16667;1.27778;?;18.7778;23.7778;13.5556;?;?;-15.4444;23.7778;?;?;1
196;182;?;?;?;1.16667;0.433332;0.611111;?;19.8889;?;18.1111;?;-9;-5.33333;?;?;0.314897;?;0
?;156;9;?;0;?;?;2.05556;1.70511;16.9259;13.4444;15.5556;21.7778;-10.4444;-4.11111;?;?;0.384638;?;0
196;100;?;?;?;7.27778;?;?;68.8741;8.14815;?;13.3333;6.44444;?;15.5556;?;?;0.738034;?;0
177;131;?;?;?;0.444444;?;?;?;5.96296;?;6.66667;3.66667;4.77778;?;-6.88889;7.55556;0.515873;?;1
?;?;?;0;0;?;0.062963;1.77778;1.85185;?;0.777778;2.77778;0.666667;?;4.11111;-2.22222;2.77778;?;-2.05134;0
?;176;?;0;0;1;0.516398;?;?;18.4815;?;17;23.3333;-10.1111;-4.44444;14.5556;23.3333;?;?;0
?;12;?;0;?;0.444444;?;?;1.96638;6.25926;?;11.3333;3.55556;-7.11111;15.2222;-8.11111;?;0.687302;?;0
233;159;?;0;0;?;?;1.27778;1.57407;6.62963;?;?;?;-4.55556;?;-5.88889;10.1111;?;?;0
160;30;9;0;0;0.222221;?;?;0.611616;?;97.6667;129;?;-40.6667;53.3333;?;?;?;-2.4053;0
?;?;?;?;?;0.388889;?;?;0.033333;?;?;6.44444;?;5.66667;2.33333;?;?;?;-0.796918;1
140;16;9;0;?;?;?;?;?;?;?;131.111;?;-38.1111;?;?;?;?;-2.29393;0
100;?;?;?;?;0.277778;0.062963;1;0.444444;?;?;8.77778;4.22222;?;?;-8.55556;?;?;?;1
238;?;9;?;?;?;?;1.27778;?;52.8519;47.5556;64.6667;?;-15.8889;?;?;?;?;-2.02577;0
53;198;9;?;0;?;1.85492;?;?;?;45.5556;?;45.2222;?;?;?;?;0.299707;?;0
?;129;?;?;0;0.444444;?;?;?;6.40741;8;7.44444;3.77778;4.77778;3.11111;?;?;?;?;1
?;?;9;?;0;?;0.869228;2.22222;?;?;?;?;54.1111;-19.7778;42.2222;-22.4444;75.6667;?;-2.04874;0
205;?;?;0;?;?;?;?;?;?;?;139.778;?;-29.2222;?;?;?;0.18354;-2.23989;0
?;156;?;?;0;?;?;?;?;?;?;?;28.3333;?;?;?;?;0.389034;?;0
?;?;?;?;?;0.833333;0.691214;?;0.272165;31.6296;?;39.3333;?;?;?;-9.88889;?;?;?;0
241;76;9;?;0;?;?;?;?;?;?;116.556;?;-46.5556;79.4444;?;?;0.360194;-2.20802;0
88;115;?;?;0;1.66667;1.82222;4.16667;?;?;?;?;16.7778;-2.11111;17.8889;?;28;?;?;1
?;233;9;?;0;?;1.14827;?;?;12.4815;?;?;18.7778;-6.44444;-12.4444;?;?;0.554881;?;0
51;?;9;?;?;16.2222;16.4434;?;?;34.1111;30.3333;?;?;?;?;-13;42.2222;0.290355;-2.00574;0
19;?;9;?;0;1.16667;?;1.11111;1.18634;?;?;131.222;?;-46.2222;59.1111;-12.8889;?;0.267544;-2.42599;0
?;88;?;?;?;?;?;0.944445;0.32963;?;0.444444;?;1.44444;?;?;-4;?;0.938492;?;0
?;100;?;?;?;?;?;?;6.02963;6.07407;?;?;?;-9.88889;?;?;11.5556;?;-2.22625;0
?;?;?;0;?;3.44444;1.22323;?;0.389682;20.8519;16.8889;28.4444;?;-11.8889;22.7778;-10.8889;28.4444;?;?;0
?;?;?;0;?;1.5;1.36667;?;?;3.2963;?;7.66667;?;?;?;-5.22222;7.66667;0.929574;?;0
35;?;9;?;0;2.55555;2.87407;4.5;?;?;29;38.5556;28.2222;?;19.8889;?;38.5556;0.262981;?;0
166;?;?;?;0;1.55556;0.834443;1.16667;?;?;?;?;?;-5.44444;-11.4444;?;16.1111;0.58766;?;0
80;184;?;?;0;3.44444;11.8519;?;?;?;13.5556;?;22.2222;-12.2222;?;?;22.2222;?;2.52427;0
242;148;?;?;0;0;?;?;0;0;?;?;?;0;?;0;0;?;0;0
?;173;9;?;0;1.44444;?;?;1.98519;17.1481;13.5556;15.5556;?;?;?;15.5556;22.3333;0.396433;?;0
?;?;9;0;?;?;?;?;?;?;50.4444;72.6667;?;?;44.7778;-22.8889;72.6667;?;?;0
172;?;?;?;0;?;?;?;0.71111;?;?;145.444;?;-16.8889;?;?;?;?;-2.2515;0
187;?;?;?;?;1.05556;?;3.05556;2.54224;?;?;10.8889;?;-6.11111;?;?;10.8889;?;-2.05447;0
26;?;?;0.111111;?;2;?;2.55556;2.16296;19.7407;?;24.5556;14.8889;0.111111;14.4444;-14.5556;?;?;-1.55225;1
?;180;?;?;0;1.55556;0.874074;3.27778;?;21.2593;?;?;27.5556;-9.44444;-9.44444;?;?;0.358862;2.11392;0
63;33;?;0;0;0.611111;?;0.722221;?;111.333;?;132;?;-40.6667;?;-21.3333;?;0.25913;?;0
?;115;?;?;?;0.777778;0.162963;0.722222;0.32963;?;?;6.22222;1.66667;-7.22222;?;?;6.22222;?;?;0
?;121;?;0;?;1.66667;?;2;?;23.1111;?;?;17.5556;-4.33333;21;-16.6667;?;0.415524;-1.74074;1
92;?;9;0;0;0.611112;0.240742;1.11111;?;?;?;128.889;?;-40.8889;64.1111;-23.2222;128.889;0.271501;-2.27085;0
?;73;?;?;?;?;?;2.33333;1.06667;5.81482;2.33333;10.6667;4.44444;-10.4444;?;?;?;0.78993;?;0
224;190;?;0;0;?;?;?;?;47.4815;?;58.6667;?;-15.1111;33.5556;-18.4444;58.6667;?;?;0
?;75;?;?;?;?;?;10.2222;?;?;?;50.6667;33.6667;-24.7778;37.8889;?;?;0.464912;-2.28419;0
?;?;9;0.111111;0;?;2.82384;?;?;?;50.3333;?;?;-20.2222;?;-24.8889;?;0.324017;-2.02475;0
114;?;9;?;?;?;0.32963;?;28.9519;31.1852;?;?;?;?;17.7778;?;37.1111;0.232343;-2.16033;0
?;?;?;?;?;?;0.455421;?;?;24.5185;19.5556;?;29.8889;?;-1.22222;?;29.8889;0.347032;?;0
?;?;?;0;0;?;0.077778;0.444444;0.207407;0.703704;?;2;?;?;?;?;?;1;?;0
81;126;9;0;?;1.94444;1.12963;1.05556;?;?;0.555556;6.55556;1.77778;?;10.7778;-3.55556;6.55556;0.935706;?;0
?;233;?;?;0;1.38889;1.5408;?;?;26.8148;?;?;33.4444;-14.7778;-5.11111;19.8889;?;0.345755;?;0
40;?;9;?;?;1.27778;?;?;1.21852;?;?;?;?;?;?;-2.88889;9.22222;0.907099;?;0
?;162;9;?;0;1.5;1.14444;?;?;?;?;?;?;-19.3333;?;?;?;?;?;0
?;?;?;?;?;1.55556;1.00741;1.5;1.01111;?;?;?;13.4444;?;16;-15.6667;24;?;?;1
?;?;?;?;0;0.333333;0.133333;?;0.3;6;7.22222;7.33333;?;?;?;?;?;0.551808;?;1
42;?;9;0;0;1.38889;0.975628;0.999999;0.365148;?;59.4444;79.4444;58.2222;-18.7778;41.2222;-22.4444;?;0.266776;-2.0307;0
189;?;?;0;0;0;?;0;?;?;?;0;0;?;0;?;?;?;?;0
?;238;?;?;0;?;0.596297;2.66667;?;17.7778;?;?;21.7778;-8.33333;-3.66667;?;21.7778;?;?;0
?;?;?;0;?;?;?;?;32.1185;32.5556;29.2222;39.6667;28.7778;-10;21.3333;-11.3333;39.6667;0.27036;?;0
?;?;?;?;?;1.38889;0.596296;2.27778;2.15185;?;17.6667;?;?;?;?;?;19.4444;0.398903;?;1
244;79;9;0;0;?;?;?;?;?;?;115.333;?;-47.6667;77.6667;?;?;0.362172;?;0
?;90;?;?;?;1.38889;1.88519;1.11111;2.11852;3.40741;0.888889;7.88889;1.44444;?;?;?;7.88889;0.904321;?;0
?;?;?;?;?;?;4.19347;2.11111;?;12.1852;6.66667;?;9;?;?;-9.55556;20.8889;0.695755;-2.26899;0
220;36;9;0;?;?;?;?;?;?;?;132.444;?;-39.7778;55.2222;?;?;?;-2.36224;0
?;?;?;0;0;0.5;0.3;?;0.729629;?;?;?;?;-1.77778;?;-15.7778;25.7778;?;?;1
?;119;9;?;0.111111;3.61111;?;?;?;?;5.88889;?;?;?;?;?;13.6667;0.589565;?;0
?;189;?;?;0;?;0.922221;2;?;?;28.3333;?;27.6667;?;24.6667;-13.3333;40.3333;0.315363;-2.03798;0
?;?;?;?;0.111111;3.16667;?;2.16667;?;9.74074;?;?;?;-6.88889;-7.88889;14.7778;?;?;?;0
?;?;9;0;?;?;?;?;?;?;?;125.222;?;-40.4444;?;?;?;?;-2.23235;0
?;194;9;0;0;?;?;?;?;60.7778;53.4444;?;52.7778;-22;46;?;76.1111;0.309253;?;0
123;?;9;0;0;?;?;0.722224;0.574134;?;94.2222;126.333;?;-39.4444;56.8889;?;126.333;?;-2.33321;0
?;162;?;?;0;0.944445;0.712326;?;?;?;?;?;23.8889;?;?;?;23.8889;0.34003;2.29142;0
37;?;?;0;?;?;?;0.999996;?;?;?;142.222;121.556;-35.1111;?;?;?;?;-2.36518;0
?;?;?;0;?;?;?;?;?;?;?;?;?;?;?;?;42.8889;?;-2.47015;0
?;104;?;0.111111;?;0.944445;0.374074;1.5;1.01111;65.2963;?;78;?;?;38.1111;?;78;?;?;0
?;250;?;0;0;2.27778;1.42075;?;?;9.22222;?;?;13.7778;-8;?;?;13.7778;?;?;0
?;137;9;0;?;8.94445;?;?;?;36.9259;?;?;?;-6.11111;?;-10.1111;?;0.214456;-1.94097;0
134;?;?;0;0;?;?;?;?;?;?;?;?;?;44.2222;-24.1111;74.1111;?;-2.03348;0
