ID-type;Right-Ascension;Declination;Blue_base_1;Blue_base_2;Red_base_1;Red_base_2;blue-band-flux_1;blue-band-flux_2;blue-band-flux_3;blue-band-flux_4;blue-band-flux_5;blue-band-flux_6;blue-band-flux_7;blue-band-flux_8;blue-band-flux_9;blue-band-flux_10;blue-band-flux_11;blue-band-flux_12;blue-band-flux_13;blue-band-flux_14;blue-band-flux_15;blue-band-flux_16;blue-band-flux_17;blue-band-flux_18;blue-band-flux_19;blue-band-flux_20;blue-band-flux_21;blue-band-flux_22;blue-band-flux_23;blue-band-flux_24;blue-band-flux_25;blue-band-flux_26;blue-band-flux_27;blue-band-flux_28;blue-band-flux_29;blue-band-flux_30;blue-band-flux_31;blue-band-flux_32;blue-band-flux_33;blue-band-flux_34;blue-band-flux_35;blue-band-flux_36;blue-band-flux_37;blue-band-flux_38;blue-band-flux_39;blue-band-flux_40;blue-band-flux_41;blue-band-flux_42;blue-band-flux_43;blue-band-flux_44;red-band-flux_1;red-band-flux_2;red-band-flux_3;red-band-flux_4;red-band-flux_5;red-band-flux_6;red-band-flux_7;red-band-flux_8;red-band-flux_9;red-band-flux_10;red-band-flux_11;red-band-flux_12;red-band-flux_13;red-band-flux_14;red-band-flux_15;red-band-flux_16;red-band-flux_17;red-band-flux_18;red-band-flux_19;red-band-flux_20;red-band-flux_21;red-band-flux_22;red-band-flux_23;red-band-flux_24;red-band-flux_25;red-band-flux_26;red-band-flux_27;red-band-flux_28;red-band-flux_29;red-band-flux_30;red-band-flux_31;red-band-flux_32;red-band-flux_33;red-band-flux_34;red-band-flux_35;red-band-flux_36;red-band-flux_37;red-band-flux_38;red-band-flux_39;red-band-flux_40;red-band-flux_41;red-band-flux_42;red-band-flux_43;red-band-flux_44;red-band-flux_45;red-band-flux_46;red-band-flux_47;red-band-flux_48;red-band-flux_49;Scale_Factor;binaryClass
?;?;?;1244;?;?;?;?;7672.472;?;?;?;9337.9795;?;?;?;?;11269.923;?;?;?;?;10189.028;9783.687;9578.454;9459.155;?;8939.554;8128.7383;?;7784.791;7582.005;?;6989.0957;6891.4624;6483.3657;5607.0107;5623.516;?;5180.5493;?;3858.779;?;?;?;?;?;?;2960.2666;3137.0095;?;8985.254;8364.74;6963.0815;?;5525.0444;4516.238;?;?;?;3097.5298;3121.7825;3297.4702;?;2831.8198;?;?;2711.6252;?;3211.1287;2876.5928;?;2629.6853;?;2734.4104;?;2764.847;3320.8325;2446.453;2099.3555;?;?;?;2339.15;?;?;?;?;1750.0176;1632.7614;?;?;?;?;?;?;1444.8768;?;1229.874;1065.3055;0;0
?;?;-44.461;1379;1299;?;685;12697.805;11740.74;?;?;10697.194;10286.532;9523.1455;9905.907;9262.927;9147.447;?;?;9326.858;8723.367;?;8565.498;?;?;?;7829.1543;?;?;?;?;7210.1626;?;6459.565;?;6242.315;?;?;5873.694;5268.3086;?;5509.341;5212.5015;?;5581.2925;5456.343;?;5523.8115;5589.8564;?;4246.552;7738.8774;?;?;?;5877.7314;5488.02;5007.2866;?;?;3633.1458;?;?;2934.0852;2539.045;2568.7349;2461.8115;?;2480.276;?;?;?;?;?;1954.6831;1661.4747;?;1598.2819;1748.9435;?;?;1588.3116;1411.3798;1704.7062;?;?;?;?;1312.7632;?;?;1088.1193;952.5353;?;?;?;730.7125;693.6646;769.78186;912.0397;0;0
?;?;?;1624;?;1073;?;?;7232.3325;7144.0957;?;?;8823.693;9271.185;9725.016;?;9843.699;10280.247;?;?;9514.055;?;?;9181.143;?;?;?;8884.289;8653.529;8208.937;7866.9395;7464.948;7051.7344;6672.325;6950.8438;6525.2227;?;?;5347.3604;?;4277.512;4862.6655;?;?;?;?;?;?;3640.0435;3492.4546;?;8572.945;8111.843;7109.283;6245.6606;?;?;?;?;3609.814;3374.5278;?;?;?;3039.2952;?;2965.772;2922.1936;3345.182;3136.5823;2850.4722;3194.7695;3549.1047;?;2864.541;?;2903.019;?;?;?;2386.1785;2789.5298;2256.097;2207.9739;?;2633.346;2037.4559;?;1875.092;?;?;?;1844.4927;?;?;1919.5779;1288.83;1512.3522;1709.6224;?;0;0
?;16.132;-48.202;518;458;?;?;13609.578;?;?;13418.598;?;12301.913;?;?;10128.134;9717.712;?;8863.0625;?;8033.2295;8119.688;7669.5264;?;?;?;7295.2;?;?;7243.3433;?;6932.083;?;?;6643.948;?;6336.945;?;?;5617.5776;?;5090.5376;4934.7603;?;?;?;4339.406;?;4081.9895;?;?;7675.582;7160.419;?;?;?;?;?;?;3956.4402;?;3568.509;3531.4321;?;?;2814.7456;?;?;?;?;2175.0889;?;?;?;1751.4343;?;1670.1204;?;1612.2816;1493.2025;1437.17;1535.0835;?;?;1468.1808;?;1205.1447;1248.8319;1232.4115;1246.7822;?;?;?;1148.885;1154.4724;1119.0112;1001.4501;1068.6215;?;?;?;0
?;?;?;?;?;?;301;?;11614.738;11429.838;?;?;9903.114;?;9685.956;9597.075;?;?;?;?;10238.013;?;9608.731;9345.161;9104.974;?;?;?;?;?;?;?;7491.205;?;?;6573.858;?;?;?;5540.662;?;5403.6763;5071.251;?;?;4801.1914;?;4576.8643;?;?;?;8358.923;8040.469;7382.4844;?;6075.3296;?;?;?;?;3838.893;3588.6106;3237.467;?;2757.995;2494.3115;?;?;2062.726;2063.7;2053.6238;1835.6212;?;?;1673.9249;1638.112;?;1550.5433;?;?;1405.165;1301.7755;1334.9816;1336.2104;?;1114.763;1048.355;?;?;?;909.58136;?;863.0247;?;?;?;671.5966;681.5951;?;?;?;0
?;?;-42.091;85;?;65;?;13199.136;?;?;?;?;11941.511;10703.127;?;?;5977.0747;4813.0547;?;3785.2058;3464.5598;3349.3516;3321.9978;?;?;?;3462.6648;?;3576.9487;?;3777.746;?;?;4199.9307;?;?;?;?;?;?;?;?;?;5773.1943;5744.565;?;?;5741.1304;?;5629.828;5425.5117;3342.9136;?;?;4432.0776;?;?;?;?;?;5714.0293;5570.986;5454.997;5303.891;?;4877.4014;?;?;4504.0586;?;?;?;4042.0833;4031.706;?;3897.4617;?;3737.5852;3677.2612;3715.6096;?;3613.9343;?;?;?;3462.053;?;3452.3884;?;3245.4314;3289.281;3284.4827;?;?;3149.842;?;3040.2922;3017.963;?;2620.5725;?;0
4;16.195;-3.568;?;?;?;152;?;?;21985.816;?;?;16663.21;15435.449;14617.505;?;12172.806;11796.8545;11040.591;?;?;9441.494;?;8483.532;7912.166;7536.336;?;6918.6294;6599.08;?;?;?;5436.155;?;5445.334;?;?;?;?;?;?;?;3792.3088;3829.1116;?;?;3411.9158;?;?;?;2953.9453;?;6477.5146;?;5047.6753;?;3976.8745;3675.877;3227.5947;?;?;?;?;2068.5815;?;1817.7705;?;?;1410.8671;?;1259.3003;?;?;1042.7524;975.0555;?;879.8675;863.08887;784.7165;730.4584;729.77637;?;626.6568;?;609.27606;?;586.5663;543.08075;?;?;?;?;?;392.1092;458.47858;?;?;?;?;292.22104;0;0
4;16.213;-78.574;321;?;?;218;25957.156;?;21264.838;19269.02;17844.957;?;15434.441;14493.614;?;?;?;11205.668;?;?;9559.276;?;?;?;7823.3384;7465.2227;?;?;6573.487;?;5940.5933;5689.926;?;5381.886;?;4794.7427;?;4282.799;?;?;?;3755.591;3341.308;?;?;3223.1577;3061.2158;?;?;2811.6382;?;?;?;?;4463.9614;?;3725.114;?;2854.9175;?;2497.5364;2407.4714;2108.0752;?;1753.6224;?;1611.3173;?;?;?;1198.1362;?;1090.9753;?;852.3622;875.33813;997.64154;?;681.3122;782.18567;?;?;789.6303;573.8278;604.9758;569.0319;484.78482;?;?;?;499.51822;?;443.86526;?;310.40836;?;?;?;400.581;0;0
?;16.223;-51.863;?;?;?;?;?;?;5662.6685;5425.224;?;5559.499;?;?;?;5651.447;5650.9355;?;5149.4077;5134.59;?;4948.8447;?;?;?;4697.2397;4859.3994;4615.6333;4503.159;?;?;?;?;?;?;?;4316.561;?;?;?;?;?;?;4665.9795;?;?;4053.5356;3761.59;?;3314.9875;4158.589;4210.4395;4275.2485;?;4355.1333;?;?;4072.0493;3794.116;3457.0217;3591.2231;3514.6882;?;4534.6133;?;4255.338;?;?;?;?;?;5595.0425;?;5790.9766;6179.0127;?;6410.5063;6692.889;6875.5254;?;?;6593.086;6464.5034;?;6193.1865;?;?;6143.2324;6260.9497;6185.8677;?;?;?;5868.5645;?;5683.437;?;?;4544.204;?;0
?;?;?;1003;?;?;?;?;?;?;?;7311.356;8055.7695;?;?;?;11291.901;11740.934;12141.657;?;11777.719;11298.893;11140.44;?;?;10447.005;10150.527;?;8927.942;8848.298;?;7784.5835;?;?;?;6034.259;?;5310.3584;?;4357.2725;4212.8384;3748.053;?;3612.4995;?;3436.9304;?;3044.5964;2878.1274;2769.6611;?;9164.105;8287.374;?;?;4805.435;?;3774.4927;3320.513;?;2864.1682;3298.1511;2804.2195;?;?;?;2915.153;?;?;2952.6077;2990.4365;?;3264.9749;3076.38;?;3022.3438;3187.28;?;?;?;?;?;2242.5168;?;2475.8628;1924.2128;2042.2849;1757.1547;1887.6683;?;1869.7832;?;1835.3524;1543.3556;1574.4847;?;?;?;?;1372.5703;0;1
0;?;?;1470;?;?;?;13544.862;?;?;14578.838;14560.871;14089.441;?;12754.388;11824.292;11120.852;?;9511.011;9700.619;9119.748;8439.981;?;?;?;8127.388;7853.1484;8214.669;7756.291;7954.129;?;7200.89;?;7279.372;6706.658;?;6249.803;?;5574.6973;?;4844.9775;4839.749;4568.598;4580.384;?;3988.5789;3688.3933;?;3520.9321;3092.8691;?;?;?;?;6686.093;?;4920.7915;4345.69;?;?;2831.3442;2818.4822;?;?;2426.7559;2371.0884;?;?;?;?;1638.7635;?;1859.3384;1690.892;?;1584.0253;1405.2703;?;1279.5012;?;1315.5679;1235.5592;1043.0316;?;1106.2042;?;?;1022.7025;?;862.40356;?;?;560.4739;706.95575;720.47046;808.9702;?;677.41077;1040.2982;545.8;0;0
4;16.293;-61.335;?;1669;908;886;16326.466;?;15157.656;14415.958;13298.814;?;11542.0625;11352.563;10534.074;10344.531;9883.724;9165.412;9341.398;?;8804.896;9153.796;7710.12;8214.267;8193.604;8049.098;7753.235;?;?;7068.0205;6544.109;?;?;?;5606.055;?;5519.2656;5661.6;?;5132.515;5084.17;?;4786.9707;4750.395;4428.8115;?;?;?;4040.6543;?;?;?;?;5692.015;?;?;?;?;?;?;3060.3508;?;2637.8616;?;?;2306.6714;?;?;?;2031.2654;1684.2554;1976.0282;?;?;1656.2328;?;1449.5309;?;1512.0645;1402.7816;?;?;?;1258.4244;?;?;?;?;?;958.1156;852.6771;?;592.64233;923.5316;?;775.495;?;825.95386;628.08795;?;0
0;?;-49.004;907;?;705;651;?;14569.833;?;14552.034;13493.471;12862.005;12185.049;?;10164.679;9633.086;8058.4985;?;?;7191.6885;7188.657;6983.136;6659.5195;?;7155.0464;7115.104;6941.8647;?;?;?;?;?;6449.997;?;?;?;?;5765.8276;?;5475.802;?;5141.9854;?;4831.889;4865.06;4444.238;?;?;?;?;?;?;?;6693.7764;?;?;5062.565;?;?;?;?;3477.4172;3560.5857;?;3095.5618;3013.2056;?;?;2637.659;2334.0693;2111.4653;?;?;1835.0573;?;?;1779.5292;1578.6932;1771.0918;?;?;?;1556.5088;?;1530.9673;?;?;?;1228.2089;?;1113.028;1261.3273;?;1227.0785;?;?;1324.1366;?;?;0;0
4;?;?;?;?;?;?;?;?;18453.91;?;15154.2;14764.805;12699.728;11792.844;10570.538;10945.059;10925.303;?;8441.27;9251.963;9340.635;?;?;?;8059.0786;7891.4736;7622.836;6920.4927;6922.921;6521.216;6708.4624;6070.1914;6232.7974;?;?;?;?;?;4120.7524;?;?;4537.1147;?;3901.2815;4293.065;3684.3691;3282.6694;?;?;?;?;?;?;5592.592;5018.9775;?;3899.0159;3880.0066;?;2863.811;?;?;2467.1807;?;2151.1692;2038.794;?;?;?;1683.1815;?;?;1605.2145;?;?;1335.2059;?;?;1521.2301;?;?;1268.7529;?;1180.1794;1016.3959;687.52045;940.21655;1333.3855;2017.3456;?;1091.0928;?;546.83704;?;874.9591;809.86;1030.6207;773.32855;?;?;0
?;16.365;-47.018;?;1331;739;812;?;7866.86;7683.118;8051.8813;?;?;?;9257.691;?;?;?;?;?;11509.065;?;10292.87;10179.37;?;?;?;9012.919;?;8644.639;8118.3076;8203.085;8118.7607;7006.573;6798.4063;6584.906;6034.5464;5707.856;5614.155;?;4657.1675;4243.902;?;?;?;3635.9238;3861.701;?;3664.8347;?;3330.8071;?;8223.403;7261.807;6627.8354;?;?;4269.74;3978.252;?;2905.496;3046.8938;?;?;2668.5356;2784.8225;2577.6155;?;2755.7942;2604.6147;?;?;2797.0051;?;?;2536.9712;2537.7744;2433.4192;?;?;2353.4905;2078.8022;2186.2507;2011.459;?;1801.729;1630.9851;?;1619.7405;1532.9264;1684.4513;?;?;?;?;?;?;?;1125.0444;935.8482;?;0
?;16.365;-50.815;?;?;?;?;?;?;?;?;8752.774;9408.879;?;10416.802;?;?;11989.196;?;?;?;?;10519.2705;10345.152;?;9598.786;9556.0625;9201.617;?;?;?;?;?;6980.7803;?;?;?;5386.069;?;?;3981.8118;?;?;?;3576.069;3417.9673;3322.4485;3246.9512;3147.6619;3018.3215;?;?;8074.4063;?;?;?;?;?;3311.7107;3128.3384;2922.4175;2713.9792;2635.7178;?;2481.6626;?;?;2492.1023;?;?;?;2596.859;2591.1062;?;2640.9192;2661.4338;2573.033;?;?;2352.86;?;2271.1448;?;?;2023.3511;?;?;1696.6499;1773.4286;1552.2681;1593.9874;?;?;1411.1731;?;1408.2024;1367.2793;?;?;?;0;0
?;?;?;?;641;?;?;?;7420.2837;7614.5874;?;?;?;?;9317.116;10261.635;10670.818;?;?;?;10196.368;?;?;?;9305.779;?;8862.34;8573.727;8415.512;?;?;7599.438;7337.4434;6912.7773;?;?;?;?;5127.7134;?;4561.231;?;?;?;?;3650.0034;?;3385.9653;?;3446.1821;3291.6948;8670.667;?;?;?;?;?;3865.898;3620.425;?;3218.547;3055.2107;?;?;2839.0159;2795.905;2885.5322;?;?;3073.9185;3185.6423;3026.2598;3118.4438;?;3026.0024;?;?;?;?;?;2722.8787;2593.8025;2542.0554;2372.6458;?;2246.1936;?;?;?;1866.6265;1971.9695;1837.3394;1723.4961;1661.5918;?;1594.3712;1552.1321;1603.367;1457.3163;?;0;0
0;16.382;-49.795;?;?;1384;?;13499.991;?;?;?;?;11532.495;?;?;9553.601;9250.889;?;8378.615;7263.038;6786.5156;?;6803.0127;6142.683;6615.9673;?;5885.0947;?;6580.7563;?;6210.289;?;?;?;6757.6934;6887.2124;?;6066.2056;6342.2173;?;?;4758.888;?;?;4926.5996;?;4064.555;2965.8948;?;?;?;?;?;?;?;6468.9854;?;4425.552;3948.9297;4142.993;?;?;3849.0405;3182.6973;3558.948;3062.8;?;3259.5444;?;3509.8066;?;2858.059;2474.8474;2946.279;?;?;?;?;2923.825;2598.11;2452.435;2425.4722;?;?;?;2129.822;2061.3818;2004.8239;1991.8;1731.5013;1669.0427;2259.432;?;?;?;?;2101.6519;?;1563.4193;?;0;0
?;?;19.004;?;?;94;107;12875.562;12487.527;?;11340.207;?;10687.402;10421.334;?;?;?;?;?;?;10586.743;?;?;?;?;8815.459;8604.441;?;8052.5303;?;7623.9175;7275.1514;?;6656.319;6560.719;6155.5386;6049.4414;?;?;5236.6;?;4898.4604;?;?;?;4383.513;4332.496;?;?;?;3859.4995;8496.512;?;?;?;5567.881;5071.5537;?;?;3910.5894;?;3263.0332;3017.32;?;2624.3008;?;2354.6187;?;2112.5105;?;?;?;1833.0012;1755.2664;?;1673.2704;1588.9902;?;1496.526;1508.0181;1484.0957;1393.2767;?;?;1263.8235;?;1155.6746;?;?;1027.5796;?;965.3714;916.5622;?;?;?;?;738.1417;?;615.62994;0;0
4;?;?;?;1369;529;?;?;7946.9014;8282.613;?;?;?;8731.77;9774.059;?;?;12098.9375;?;?;12488.876;?;11461.094;11075.592;10995.933;10404.824;?;?;9010.187;?;?;7906.008;7484.942;7159.579;6532.865;?;5838.9507;?;?;?;?;4039.866;3612.0847;?;?;?;3169.3525;3127.242;?;?;2570.7522;?;?;?;?;4972.535;?;?;3277.9521;3007.8477;?;2931.4915;2755.7117;2539.3953;2657.8584;?;?;2507.707;?;2472.4817;?;2705.4458;2457.515;2455.9543;2715.2546;?;?;?;2347.0273;?;2018.1149;1965.9895;2126.898;1918.3015;1945.9236;1693.8832;?;1723.1145;?;?;?;?;1342.8507;?;1276.6151;?;?;?;1015.3025;?;0;0
0;?;-55.559;?;1346;639;725;?;?;13910.382;13887.094;?;12998.625;?;?;9623.171;?;?;5473.0513;4991.97;4595.3286;4345.211;3830.8643;?;?;?;4275.0845;?;?;?;4259.885;?;?;?;?;5439.7188;?;?;5543.0156;?;5997.829;5614.7197;?;5609.583;?;5330.7075;?;5346.4556;?;?;?;?;4438.832;4749.8667;5279.149;5762.3843;?;5590.865;?;5192.0645;?;?;4624.7183;?;?;4021.3628;4218.9067;?;?;3689.45;?;3562.7852;3431.0583;3482.4575;?;?;?;3266.5305;?;?;?;?;?;2861.6125;?;?;?;?;2553.8406;2519.741;?;2408.6196;2451.0017;?;2277.9136;?;2289.58;2394.148;2255.1494;?;?;0
4;?;41.99;?;?;?;72;21530.63;?;18814.68;?;15854.717;?;?;?;?;11377.091;10788.4;10151.776;9606.68;?;8834.647;?;?;?;?;7055.0083;?;6777.689;?;?;?;?;?;?;?;5171.7227;?;?;4748.2188;?;?;4435.87;4381.151;4152.1084;4223.7803;4173.426;?;?;?;3512.2449;?;6615.4346;?;5418.1514;4980.835;4554.456;?;?;?;?;?;2694.2222;2575.3162;?;2219.906;?;1966.999;1828.5903;?;1617.1998;1559.4695;?;1417.9077;?;1300.3746;?;?;1131.8016;?;1051.4408;?;?;?;973.6548;?;?;853.31525;?;714.2994;700.3703;673.3748;?;595.43787;?;?;?;544.2481;?;464.21732;?;0
2;?;?;2600;?;1057;1111;6793.3086;8684.495;8206.675;?;?;8148.0605;?;?;10618.56;?;?;?;12433.096;?;?;?;11730.953;?;?;10145.066;10889.529;10723.869;?;8252.74;8286.103;7859.3755;7516.28;?;6395.06;?;6153.761;5097.892;4798.196;4670.8013;?;?;?;3711.0566;?;?;?;3157.6436;3562.144;3576.8284;9823.701;?;?;?;5026.3984;4326.245;3939.006;3640.4995;2985.7043;2782.6694;2721.8884;?;?;?;2313.586;2102.4475;2465.1765;?;2354.2437;?;2245.1055;?;2054.102;2371.8655;?;?;?;1801.1997;1710.8687;1831.3528;1670.7954;?;1588.9722;1461.9286;1736.4172;1580.9657;?;?;?;1439.4609;1074.9618;?;?;?;1417.2264;?;1360.9082;887.7537;1085.4757;?;0
?;?;-47.159;1627;1379;854;?;10842.054;10771.619;11143.275;?;11300.814;?;?;9288.524;?;?;?;?;?;6812.059;7253.0195;?;7700.4277;7014.738;?;7495.094;?;?;7446.8135;7630.5815;?;?;?;?;6787.474;6655.5786;6279.1104;6111.0435;6290.343;?;5563.8257;?;5423.734;5447.8296;?;4949.411;?;4474.9023;?;?;?;?;7380.1553;?;6454.008;6113.838;?;?;?;3856.4348;?;3832.025;3620.044;?;3467.3015;3454.3867;3281.1213;?;?;?;2505.1445;2522.9207;?;2019.9701;?;2274.6184;1973.0177;1889.2115;?;?;1679.1871;?;1554.2935;1580.0294;1504.2113;1269.3824;?;?;?;1592.7343;?;1526.5707;?;1165.0964;?;1223.1755;1278.2667;1243.8306;?;?;0
?;?;?;1497;?;1055;1112;8131.0884;7651.597;?;8495.159;8816.524;?;?;?;10157.015;?;10550.167;?;?;9883.375;?;?;9358.584;9453.916;9547.976;8822.3125;8603.039;?;8294.411;7729.592;?;?;?;6917.4883;?;6047.5845;?;?;5267.552;?;4435.8135;4281.792;?;3956.359;?;3661.8088;3661.234;3685.4072;?;3300.3364;?;?;?;6376.7837;5649.174;?;?;3584.3027;?;3208.0051;3082.4463;3015.1196;?;2719.603;?;2800.6213;?;?;?;?;?;?;?;2725.7634;2858.1199;2806.0037;2611.512;2413.3235;2589.0857;2332.7336;?;2347.545;2091.2368;2179.1604;2003.3613;?;2002.2104;?;1712.6085;1583.9211;?;1691.8464;?;?;?;1464.5464;1381.743;?;1333.7919;0;0
?;16.495;-44.293;?;1620;1145;1154;13112.286;?;?;?;?;12959.644;?;10836.825;10711.169;9107.279;?;?;?;?;8053.3286;7121.0845;7634.099;7662.7637;?;7790.9136;?;7354.559;?;7608.6426;7019.3784;?;6287.512;6190.5166;?;6290.6387;?;5234.9316;5174.1616;?;4819.905;?;?;4197.3794;4311.227;4184.473;?;3717.1143;3631.2725;3234.0598;?;?;?;?;5497.733;5297.6157;4839.599;?;4316.75;?;4054.9897;3980.735;3593.5364;?;3232.7568;3292.201;?;?;2644.9392;?;?;2276.0737;2376.4392;2281.8037;?;1935.2825;1751.0188;1456.6752;?;?;?;?;?;?;1734.8392;1119.7043;1482.7411;?;?;1439.5797;1233.3375;1354.2023;?;1378.9165;?;?;1106.1967;?;?;0;0
4;16.51;72.387;?;708;295;?;15630.774;?;?;?;?;12533.887;11802.014;11306.028;10705.599;?;?;?;9559.18;9440.661;9192.422;?;8330.366;8380.364;7825.5234;7695.2627;?;?;?;?;6572.314;6551.605;6433.183;?;?;?;?;5374.4614;5072.4263;?;4803.6465;4774.5635;4908.911;?;?;4673.436;4667.9604;?;?;4289.3213;7353.755;7102.6694;6462.5107;?;?;?;4861.5093;?;?;?;?;2987.8704;2789.8843;2719.9946;2498.5183;2327.6318;2202.2761;2154.463;1985.3811;1851.7169;1670.9124;1732.7532;1717.1241;1640.873;?;1555.8484;1530.2245;?;?;1333.8842;1330.2607;?;1259.0574;1359.9565;1169.4043;?;968.63165;998.846;899.3483;892.5319;825.0789;?;745.8206;?;?;700.33777;649.82465;?;?;?;0
2;16.528;?;?;1140;472;452;14703.721;?;13782.806;13222.282;12216.649;11429.478;10806.153;?;?;9656.157;?;?;?;?;9277.185;?;8749.077;8716.716;8533.781;8347.551;?;8054.556;?;?;7222.962;7114.5728;6645.449;6659.5347;6253.3115;?;5758.6123;5785.97;?;5200.3057;4941.4077;?;?;4604.9326;?;4173.249;4124.551;?;?;?;?;7651.903;6875.164;?;?;?;4648.259;?;?;3591.756;?;3065.4912;2866.0435;?;?;?;?;2202.859;2077.7961;?;2054.3447;?;1749.538;?;?;?;1571.7164;1461.4624;1420.7019;?;?;1343.0574;?;?;1065.1233;?;1140.7091;1022.1158;987.91113;1127.4545;1104.823;916.7075;769.95685;?;?;859.2101;839.86005;798.9936;?;?;0
?;16.546;-48.809;682;733;363;?;?;?;?;?;10457.988;10178.386;?;8843.032;7891.705;6883.5454;6091.215;?;5142.437;4998.75;4924.6963;4728.828;?;?;?;?;?;5453.266;?;?;?;5895.4604;?;5948.379;?;?;?;?;5672.992;?;?;?;5274.374;5083.3667;?;4845.2437;?;?;?;?;5176.128;?;?;5984.663;?;?;5336.0967;?;?;?;?;4428.7075;?;?;?;4180.2554;?;4147.516;?;4077.883;?;4028.1875;?;3898.6287;?;?;3704.6204;3635.3916;?;?;3474.3403;?;?;?;3047.364;?;?;2900.9104;?;2885.0195;2730.3386;2638.338;?;2571.596;2584.0903;?;2438.5874;?;?;?;0
?;16.547;?;1315;?;?;781;?;?;?;11021.641;?;?;11139.876;11190.899;11578.889;10777.3125;?;?;9955.742;?;?;?;8904.817;?;?;?;8103.6763;?;7964.535;?;?;?;6903.358;?;6193.381;?;5879.918;5798.7124;?;?;5221.0225;4702.6226;4765.2036;4736.2793;?;3958.0078;4231.1904;4161.593;?;3792.9058;8539.64;?;?;6383.0083;?;5410.0273;4775.3823;4201.7393;?;?;?;2849.7915;?;2550.7214;2343.0862;?;?;?;?;1836.4923;1737.7847;?;?;?;?;1435.9595;1405.5128;1206.5804;?;1071.6083;1209.6439;?;?;?;1294.0895;?;1490.2694;?;1372.7169;?;?;1317.6644;1197.1567;?;?;948.92267;1057.9015;?;827.0489;0;0
?;?;-31.133;?;?;542;582;?;?;?;14182.973;12816.37;?;11857.039;11360.114;10638.249;?;?;9225.892;?;?;?;?;?;?;7841.772;7607.4214;?;?;7129.643;6967.052;?;6864.962;?;6445.9355;6189.4185;?;?;5788.277;?;4991.169;4800.2876;?;?;?;?;?;4160.8105;?;?;3920.136;7542.5303;?;6580.0625;6076.4517;?;?;?;?;3686.2183;3463.2246;?;?;2608.3518;?;2361.1628;?;?;?;?;1712.047;1786.0555;?;1567.9739;?;?;1336.1449;1205.7228;?;1446.1241;1055.9604;?;?;?;?;?;?;978.49146;930.0777;?;726.916;?;840.8821;?;?;?;?;627.88525;?;433.11465;?;0
?;16.563;?;1088;1118;?;?;?;9550.709;?;9833.668;?;10225.541;?;?;10078.476;10210.1045;?;?;8985.282;8425.272;?;?;?;?;?;7917.5645;?;7930.576;?;7354.9233;?;?;6969.582;6704.604;6479.424;?;5947.1533;5768.8027;5519.065;?;?;?;4695.711;?;4294.5923;?;?;3826.364;?;?;8060.793;?;?;?;5954.325;5188.68;?;?;3863.1807;3744.7678;?;?;?;3087.412;3026.3672;3032.0364;?;2911.1328;?;?;2939.879;2922.158;?;?;?;?;2501.2034;2372.3108;?;?;2226.739;1963.262;1892.8965;?;1770.8958;?;?;?;1468.3934;1627.4287;?;1425.8627;?;1420.922;1405.5795;?;1419.3715;1262.4185;?;0;0
?;16.567;-46.578;?;168;?;?;?;7212.416;?;?;?;?;?;?;?;?;11112.566;?;?;11275.461;?;10748.078;10466.018;10203.998;9863.999;9534.591;9154.369;?;8521.374;8236.718;7870.545;?;7073.166;?;6282.7686;5849.1523;5471.017;5127.109;?;4471.1123;4223.9805;?;?;?;3643.8726;?;?;3485.5386;3408.321;?;8938.236;8137.1265;7226.2;?;5269.7544;4488.77;?;3669.6611;?;?;?;2951.5156;2804.7683;2693.456;?;?;2781.1587;2753.7166;2758.165;?;?;2825.8606;?;2766.2976;2748.3313;?;?;2566.9065;?;?;?;2254.1904;2146.494;?;?;1857.6669;?;1782.8304;1690.5005;?;?;?;1526.6892;?;?;?;?;1344.9958;1191.2736;0;0
?;16.645;?;1119;1076;649;702;17607.906;?;?;15032.811;14139.369;13140.929;12281.078;?;11060.327;10370.688;10199.877;10054.781;9860.151;9778.378;9294.57;?;8572.452;?;?;7786.1807;7539.8975;7525.2983;?;7024.728;6435.779;6274.5723;6087.608;6005.587;?;?;5404.9688;4891.182;?;4936.9272;?;4438.032;?;4483.6934;?;?;?;4440.2393;?;3723.3555;?;7130.291;6121.057;5822.8755;?;4674.2686;4451.599;?;?;?;?;2861.9888;2491.1626;2744.197;2068.4912;?;2000.4763;?;1902.913;?;?;?;1731.9615;?;1603.1006;?;1286.2144;1541.7034;1496.2034;1361.6104;?;1470.7374;?;?;?;1057.5067;1039.8967;903.4835;973.04486;?;561.67773;744.1678;645.46295;580.4394;636.2319;749.4692;670.62573;498.7193;?;?;0
?;16.661;-44.495;1107;1169;836;?;?;16603.277;14750.237;12214.044;10894.962;9685.493;7691.267;?;?;3129.1016;2744.513;?;1306.1715;1527.2329;?;1146.7975;?;?;?;2035.5756;2406.2332;3053.7888;?;4920.646;?;?;?;?;3035.7986;?;?;?;?;3356.4438;?;?;4748.1455;4951.801;?;2709.9229;2240.3557;2141.295;?;?;3364.6514;?;?;3677.7026;4085.896;?;?;?;3328.0125;?;?;2712.6846;2492.5225;2981.5771;3134.0923;2804.6572;?;3902.888;?;?;?;4482.803;?;5155.5933;5105.646;?;5503.891;6009.8438;6187.1826;?;?;?;?;?;6606.7744;6344.201;?;7259.3105;7124.3296;7582.967;7800.618;?;?;8079.2856;?;8162.299;?;7677.7334;?;?;0
