attr1,attr2,attr3,attr4,attr5,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr40,attr41,attr42,attr43,attr44,attr45,attr47,attr48,attr49,attr6,attr23,attr46,outcome
?,154.0,?,1513.6,?,?,8.16,?,0.32,?,0.45,0.64,0.9,0.41,0.49,22.82,12.08,?,?,?,126.08,?,2025.42,-0.53,3.01,2.33,10.17,-5.17,-0.44,?,0.0,?,28.0,?,0.01,?,?,?,?,?,0.0,?,0.0,12470.73,?,?,?,?,0.0,0
?,893.0,1203.19,?,146.0,?,10.23,?,0.33,?,0.31,?,0.67,0.21,0.47,16.65,10.47,?,0.29,0.33,126.08,?,2025.42,-0.53,?,1.14,5.54,-6.09,?,?,?,?,172.0,9360.0,0.01,?,?,?,3702.64,572.41,?,116.77,?,7186.63,?,?,1255781,?,?,0
21.0,419.0,1284.1,?,?,?,9.64,?,0.34,?,0.35,0.43,0.69,0.23,0.46,12.52,7.07,?,0.33,0.41,126.08,?,2025.42,-0.53,?,0.94,?,-6.51,?,?,0.0,?,139.0,7650.0,0.01,123.66,?,?,0.0,0.0,?,?,0.0,?,?,?,589218,0.0,?,0
?,?,?,658.95,41.0,?,?,?,?,69.5,0.5,0.65,0.84,0.34,0.5,?,?,?,0.38,0.61,126.08,?,2025.42,-0.53,3.01,2.01,10.46,-6.93,?,?,?,?,?,1350.0,?,28.23,?,85.0,?,?,89.32,?,?,18150.26,?,?,136406,0.0,?,0
?,60.0,727.45,?,152.0,28.68,10.46,1754.5,0.36,?,0.4,0.5,0.62,0.36,?,8.04,?,?,0.4,0.49,126.08,0.23,2025.42,-0.53,?,1.22,?,-5.89,?,?,0.0,?,?,1260.0,0.01,36.48,?,?,772.17,135.21,?,40.66,?,?,?,?,84375,0.0,1.0,0
24.0,650.0,?,860.65,142.0,31.8,12.72,?,0.4,85.3,0.37,0.48,0.86,0.2,0.65,?,?,?,0.31,0.43,126.08,?,2025.42,-0.53,3.01,3.53,23.9,-4.81,?,?,?,?,161.0,8820.0,0.01,125.56,?,85.0,2940.34,802.54,291.77,168.45,10.08,20572.61,?,?,?,0.0,0.0,0
25.0,?,591.24,?,?,?,?,?,?,?,0.33,0.48,0.65,0.25,0.4,?,?,?,0.27,0.38,126.08,?,2025.42,?,3.01,1.41,5.98,-6.01,?,?,?,?,?,1170.0,0.01,?,133.0,?,0.0,0.0,0.0,?,0.0,?,?,?,157500,0.0,0.0,0
26.0,448.0,?,?,?,?,6.42,?,0.28,175.3,0.35,?,0.82,?,0.66,?,?,?,0.25,0.34,126.08,0.18,2025.42,-0.53,3.01,1.21,5.24,-6.49,?,?,?,?,65.0,3420.0,?,?,?,?,?,?,?,0.0,?,?,?,?,?,0.0,?,0
27.0,91.0,982.67,?,49.0,?,?,2370.0,0.33,?,0.44,0.6,0.74,0.36,?,?,4.0,0.17,0.4,0.56,126.08,?,2025.42,-0.53,?,2.34,13.29,-6.24,?,?,0.0,?,42.0,2250.0,0.02,43.89,?,?,850.18,265.17,96.93,90.13,8.77,?,?,?,127968,?,0.0,0
?,?,1304.24,?,?,?,9.04,3992.5,0.3,?,?,?,0.61,0.24,?,14.51,8.94,?,0.3,0.36,126.08,?,2025.42,-0.53,?,0.92,4.58,-7.06,?,?,0.0,?,?,?,?,64.4,?,?,?,?,0.0,?,?,7906.43,?,?,?,0.0,?,0
?,?,18.71,?,144.0,31.97,14.03,2238.0,0.44,?,0.48,0.61,?,0.37,0.37,?,3.57,?,0.43,0.59,126.08,?,2025.42,?,3.01,3.2,16.59,?,?,?,0.0,?,?,1710.0,0.01,40.02,?,?,750.0,167.71,116.26,?,6.45,22546.51,?,?,?,?,?,0
30.0,320.0,1289.51,?,?,30.27,11.53,?,0.38,73.6,0.38,0.44,0.7,?,0.47,12.88,7.23,0.19,0.34,0.41,126.08,?,2025.42,-0.53,3.01,1.23,5.22,-6.64,-0.62,?,0.0,?,104.0,?,0.01,83.0,?,?,0.0,?,0.0,?,0.0,8224.81,?,?,450000,?,0.0,0
?,?,?,?,107.0,30.04,?,?,0.39,84.1,0.39,?,0.79,0.32,0.46,21.54,6.13,?,0.32,0.46,126.08,0.24,2025.42,-0.53,3.01,?,11.5,-5.65,?,?,?,?,50.0,?,0.01,41.75,?,?,?,?,0.0,?,0.0,10970.47,?,?,?,?,?,0
?,134.0,1154.81,?,74.0,28.37,10.65,?,0.38,?,0.47,0.64,0.97,0.35,0.62,?,?,?,0.37,0.56,126.08,?,2025.42,-0.53,3.01,2.12,9.18,-5.42,?,?,0.0,?,?,1890.0,?,?,?,85.0,?,?,0.0,?,0.0,8659.49,?,?,188437,0.0,0.0,0
33.0,?,689.54,?,134.0,?,?,7091.5,0.31,87.3,?,0.3,0.5,0.19,?,?,12.64,0.23,0.27,0.3,126.08,?,2025.42,?,3.01,0.73,?,-5.47,?,?,0.0,2.94,?,6930.0,0.01,81.28,?,?,901.56,795.5,?,131.33,1.49,11816.55,?,?,?,?,0.0,0
?,?,1213.38,?,24.0,?,7.73,?,?,74.5,0.6,0.77,0.92,0.61,?,13.47,?,?,0.43,0.69,126.08,0.19,2025.42,-0.53,?,2.04,9.71,-6.53,?,?,?,?,?,?,0.01,?,?,?,?,0.0,0.0,0.0,0.0,9122.65,?,?,91406,?,?,0
?,?,?,?,?,?,?,?,0.22,?,0.47,0.64,0.81,0.43,?,?,?,0.17,0.35,?,126.08,?,2025.42,-0.53,?,-0.1,2.18,?,?,?,?,?,?,1170.0,?,15.15,?,?,?,?,?,0.0,0.0,11277.47,?,?,104062,0.0,0.0,0
36.0,462.0,?,?,?,29.8,8.99,?,?,?,0.27,?,0.55,0.21,?,22.35,?,?,?,0.29,126.08,0.24,2025.42,-0.53,3.01,0.8,3.96,-7.21,?,?,?,?,87.0,5040.0,?,40.98,?,?,?,?,?,?,0.0,40916.7,?,?,?,0.0,?,0
?,251.0,1253.85,?,136.0,?,11.55,?,0.41,?,0.38,0.46,0.65,0.24,0.4,12.64,6.42,0.18,0.34,0.43,126.08,?,2025.42,-0.53,3.01,1.51,?,-6.46,?,?,?,?,70.0,4050.0,?,?,?,85.0,?,0.0,?,?,?,7489.18,?,?,352968,0.0,0.0,0
?,?,?,671.91,?,?,?,1386.0,0.38,?,0.51,0.61,0.77,0.5,0.28,10.35,?,?,0.42,0.58,126.08,?,2025.42,-0.53,3.01,1.56,?,-6.54,?,?,0.0,?,22.0,1170.0,0.01,19.52,?,?,?,?,?,?,2.87,17154.57,?,?,98437,?,?,0
?,?,1234.14,?,?,26.72,?,3430.0,0.44,?,0.38,?,0.67,0.35,?,12.79,?,0.17,0.35,0.46,126.08,?,?,-0.53,3.01,1.81,7.73,-5.84,-0.13,?,?,?,56.0,?,?,51.96,?,?,?,?,?,0.0,0.0,7244.26,?,?,226406,?,?,0
40.0,93.0,305.15,1169.0,82.0,?,?,1326.5,?,98.6,0.46,0.74,0.88,0.52,?,17.39,8.81,?,0.32,0.5,126.08,?,2025.42,-0.53,3.01,?,?,?,-0.41,?,0.0,?,?,?,0.01,13.45,?,?,?,?,245.41,80.33,?,13355.35,?,15.03,?,?,0.0,0
?,?,?,?,?,?,?,?,0.41,?,0.44,0.51,0.86,0.23,0.62,9.15,4.95,?,0.4,0.49,126.08,0.22,2025.42,-0.53,3.01,1.39,5.07,-6.76,-0.58,?,?,?,57.0,?,0.02,?,?,?,877.85,391.51,?,85.36,4.42,?,?,15.18,?,?,?,0
?,66.0,1202.42,?,140.0,30.92,10.12,?,0.33,48.9,0.3,0.34,?,0.23,?,?,8.92,?,0.31,0.36,126.08,0.25,?,-0.53,3.01,?,4.81,-6.38,?,?,0.0,2.92,?,1620.0,0.02,?,133.0,?,?,106.07,?,?,9.13,?,?,?,92812,0.0,?,0
?,?,960.06,703.01,?,?,?,2185.0,0.44,?,0.45,0.61,0.86,0.39,0.47,?,?,?,0.42,0.59,126.08,?,2025.42,-0.53,3.01,1.71,6.4,-6.35,-0.74,2.93,0.0,?,37.0,2070.0,0.01,?,133.0,?,273.0,391.51,?,?,1.29,16311.6,?,?,?,?,?,0
?,?,?,?,?,?,12.55,?,?,?,0.34,0.38,0.49,0.28,?,?,?,?,0.34,?,126.08,?,2025.42,?,3.01,0.97,3.79,-7.81,?,?,0.0,2.62,35.0,?,0.02,36.47,?,?,865.75,?,?,?,?,9665.82,?,?,137812,0.0,?,0
?,?,677.04,?,137.0,29.82,?,?,0.33,?,0.38,0.44,0.56,0.33,?,?,?,?,0.38,0.43,?,?,2025.42,-0.53,3.01,?,?,-5.33,-0.83,?,?,?,?,1530.0,0.02,?,?,?,530.33,?,?,35.79,?,10295.15,?,?,80156,?,0.0,0
?,76.0,?,?,113.0,?,?,2275.5,0.38,47.0,0.4,0.53,0.69,0.36,?,13.81,4.17,?,0.38,0.52,126.08,?,2025.42,?,?,1.92,7.37,-5.46,?,?,0.0,?,33.0,1980.0,0.02,48.45,?,85.0,?,?,64.76,?,6.24,9631.78,?,?,106875,0.0,0.0,0
47.0,?,1039.84,1246.79,?,?,14.17,?,0.39,?,0.36,?,0.6,0.19,0.41,14.02,8.65,?,0.33,0.38,126.08,?,2025.42,-0.53,3.01,?,?,-6.86,?,?,0.0,?,?,2610.0,0.01,33.86,?,85.0,795.5,339.58,?,99.46,?,?,36.71,?,?,0.0,0.0,0
?,115.0,687.35,?,159.0,?,9.81,?,0.39,?,0.42,0.51,0.65,0.28,0.37,?,5.38,?,?,0.48,126.08,?,2025.42,-0.53,3.01,1.52,?,-5.39,?,?,0.0,?,40.0,2340.0,0.01,?,?,?,?,285.59,?,89.3,5.53,9960.89,36.46,?,?,?,?,0
?,88.0,949.89,?,164.0,?,?,1677.0,?,?,0.35,0.65,0.99,?,0.79,24.66,10.98,?,0.28,?,126.08,?,2025.42,-0.53,3.01,1.13,4.45,-6.54,-0.67,?,0.0,?,25.0,1530.0,?,22.73,?,?,0.0,?,?,0.0,?,10272.57,?,?,?,?,0.0,0
?,?,?,1218.13,?,?,12.68,1370.5,?,?,0.33,?,?,0.29,?,12.47,8.21,?,?,0.35,?,0.26,2025.42,-0.53,3.01,2.41,11.69,-6.67,?,?,?,?,23.0,?,0.02,?,?,?,?,?,114.05,?,4.47,?,?,?,?,0.0,0.0,0
?,60.0,?,?,127.0,33.03,11.87,1701.5,0.36,?,0.36,0.44,?,0.26,0.47,9.92,6.36,?,0.36,0.43,126.08,0.26,2025.42,?,3.01,?,2.74,-5.92,?,2.92,?,?,?,?,0.02,?,?,?,375.0,375.0,127.08,109.9,?,9370.56,?,?,?,?,0.0,0
52.0,98.0,736.14,1090.43,155.0,31.23,?,2275.5,0.32,60.6,0.3,0.37,?,0.23,0.42,15.12,?,?,0.29,0.36,126.08,?,2025.42,?,?,1.16,?,?,-0.68,?,0.0,2.93,31.0,?,?,?,?,85.0,?,453.11,280.9,?,1.44,9826.42,?,?,137812,?,0.0,0
?,84.0,?,?,153.0,?,?,?,0.29,79.3,?,?,0.66,0.24,?,16.73,?,?,0.27,0.37,?,?,2025.42,-0.53,?,0.96,4.21,-5.82,?,?,?,?,31.0,1800.0,0.02,?,?,?,?,?,0.0,0.0,0.0,?,?,?,118125,?,0.0,0
54.0,108.0,1223.78,?,132.0,?,12.43,?,0.41,?,0.32,?,?,0.2,?,?,?,0.19,0.3,0.36,126.08,?,2025.42,-0.53,?,1.58,6.48,?,?,?,0.0,2.92,?,?,?,34.83,?,?,451.56,53.03,5.89,17.68,?,7119.84,?,?,?,?,?,0
?,211.0,?,?,145.0,43.55,20.43,?,0.47,?,0.4,?,0.73,0.3,0.43,?,?,?,0.35,0.42,126.08,?,2025.42,-0.53,3.01,1.17,3.78,-4.69,?,?,?,2.94,42.0,2520.0,0.01,?,133.0,85.0,?,592.93,324.94,150.52,2.31,19069.44,?,?,296718,0.0,0.0,0
56.0,78.0,34.54,?,111.0,?,14.31,?,0.4,?,0.41,?,0.68,0.27,?,15.18,?,0.22,0.36,0.48,126.08,?,2025.42,?,?,?,9.57,?,?,?,0.0,?,?,?,0.01,?,?,?,?,?,206.73,?,2.36,22837.66,?,?,109687,0.0,0.0,0
57.0,?,458.15,?,136.0,31.0,?,1461.0,0.38,?,0.42,?,?,0.38,0.32,?,4.21,?,?,0.51,126.08,?,2025.42,-0.53,3.01,1.08,3.76,?,-0.51,?,?,?,?,1620.0,0.02,28.11,?,?,424.26,?,?,?,?,11185.07,?,?,?,0.0,?,0
?,?,?,?,146.0,30.84,8.88,1401.5,?,?,0.37,?,0.55,?,0.27,?,?,0.19,0.35,0.4,126.08,?,2025.42,-0.53,3.01,0.71,?,?,?,?,?,?,?,1620.0,0.02,27.94,?,85.0,488.94,?,91.32,?,5.35,14011.06,?,?,70312,0.0,0.0,0
?,52.0,?,?,132.0,?,?,1167.5,0.3,?,0.4,?,?,0.38,?,?,4.81,0.16,0.35,0.47,126.08,?,?,-0.53,3.01,1.23,6.39,-5.86,?,?,?,?,16.0,?,0.01,18.64,?,?,?,?,100.17,?,4.51,?,?,?,73125,?,?,0
60.0,?,1247.42,?,153.0,?,13.52,?,0.41,?,0.37,0.46,0.65,0.23,0.42,?,?,?,?,0.43,126.08,0.26,2025.42,-0.53,?,?,4.72,-6.13,?,?,0.0,?,27.0,1710.0,0.02,20.69,133.0,?,?,251.56,?,73.84,4.81,?,?,?,?,?,?,0
?,?,1245.49,?,?,?,14.88,?,0.44,65.9,0.36,?,0.52,0.3,0.22,8.68,6.02,?,0.39,?,126.08,?,2025.42,-0.53,3.01,1.18,3.8,-6.11,?,?,?,?,?,1440.0,0.02,19.76,?,?,469.87,?,129.7,?,?,7610.61,?,?,85781,0.0,?,0
62.0,?,?,909.45,164.0,38.34,?,?,0.33,?,0.29,0.3,?,0.23,?,?,?,?,0.29,?,126.08,?,?,-0.53,?,0.68,2.61,-5.35,?,?,0.0,?,21.0,1350.0,0.02,21.39,?,?,?,237.17,?,72.27,2.69,12283.25,?,?,78750,?,?,0
?,9264.0,704.37,1534.94,?,?,?,?,?,402.1,0.33,0.53,?,?,0.87,28.58,19.93,0.62,0.22,?,123.47,?,2036.8,-0.71,2.96,1.22,?,-6.77,?,?,?,?,465.0,24030.0,?,80.59,?,?,0.0,0.0,?,?,0.0,12612.79,?,?,?,?,?,1
?,4810.0,530.87,?,?,23.74,?,21289.5,0.37,317.7,0.35,0.46,1.0,0.18,0.83,22.82,?,0.64,?,?,123.47,?,2036.8,-0.71,2.96,2.52,16.67,-6.04,?,?,0.0,?,302.0,16110.0,?,?,?,?,?,0.0,?,?,0.0,8380.47,?,?,6764062,?,0.0,0
?,?,?,?,?,?,?,?,?,142.9,0.49,0.79,0.96,0.32,0.64,?,?,?,?,?,123.47,?,2036.8,-0.71,2.96,1.61,?,-7.76,-0.74,?,?,2.91,46.0,2250.0,?,?,?,?,?,0.0,0.0,?,0.0,?,?,?,497812,?,0.0,1
?,459.0,49.15,230.55,92.0,27.07,14.57,6797.0,0.54,95.0,0.5,?,1.0,0.25,0.76,?,8.12,?,0.36,0.56,123.47,0.22,2036.8,-0.71,?,4.03,22.54,-6.51,-0.18,?,0.0,?,?,4320.0,0.01,?,?,?,2101.34,412.5,?,87.7,?,?,?,?,?,?,?,0
?,25523.0,?,?,97.0,?,9.67,?,?,654.2,0.34,0.44,0.93,0.17,0.76,?,?,?,0.23,?,123.47,?,2036.8,-0.71,2.96,3.5,28.27,-6.53,-0.31,?,0.0,?,775.0,42120.0,?,83.86,?,?,11949.33,4465.49,3052.7,867.31,3.91,14059.5,?,?,35891720,0.0,?,0
?,?,147.17,?,?,?,?,4580.5,0.43,?,0.57,0.77,1.02,0.44,0.58,?,?,?,?,0.69,123.47,?,2036.8,-0.71,2.96,2.74,13.62,-5.07,?,?,0.0,?,?,?,?,63.49,?,86.0,2127.28,?,?,?,?,10150.64,?,?,330468,0.0,?,0
?,603.0,?,?,114.0,?,?,?,0.36,110.8,0.37,0.48,0.83,0.23,0.6,?,?,?,?,0.38,123.47,?,2036.8,-0.71,2.96,2.01,9.04,-5.93,-0.24,?,?,?,100.0,?,0.01,69.09,?,?,?,?,0.0,0.0,?,7780.79,?,?,?,0.0,?,0
?,?,?,?,153.0,22.95,?,?,?,?,0.41,0.52,?,0.28,?,?,13.41,?,?,0.36,?,0.19,2036.8,-0.71,2.96,3.49,23.5,-6.33,?,?,?,?,122.0,6210.0,?,45.09,?,?,0.0,0.0,0.0,?,?,12506.64,?,?,1406250,0.0,0.0,0
?,103.0,?,1208.53,157.0,?,?,2763.0,0.36,?,0.52,0.66,0.84,0.53,0.31,?,2.62,?,0.47,0.64,123.47,?,2036.8,?,2.96,1.46,?,-6.39,?,?,0.0,2.92,37.0,?,0.01,?,?,?,?,?,?,57.85,?,10685.35,?,?,144843,?,0.0,0
?,189.0,?,?,89.0,26.39,?,?,0.29,55.7,0.35,0.5,0.8,0.25,0.55,16.13,6.65,?,0.32,?,123.47,?,?,-0.71,?,?,?,-6.0,-0.13,2.65,?,?,48.0,2610.0,?,85.7,?,86.0,?,?,93.03,44.86,?,?,?,?,265781,?,?,0
?,1059.0,?,?,0.0,?,24.28,9341.5,0.74,159.4,0.52,?,1.03,0.42,0.61,18.1,?,?,0.38,?,123.47,?,2036.8,-0.71,?,3.13,13.23,-5.59,?,?,0.0,?,138.0,7470.0,?,?,?,?,?,0.0,?,?,0.0,14925.58,?,14.73,?,0.0,0.0,0
?,?,?,?,180.0,?,8.95,?,?,?,0.41,0.5,0.76,0.31,?,12.77,?,?,?,?,123.47,?,2036.8,-0.71,?,?,6.73,-6.22,?,?,?,?,?,?,0.01,59.41,?,?,0.0,?,?,?,0.0,?,?,?,?,0.0,0.0,0
?,166.0,?,?,?,?,13.85,3890.5,0.62,?,0.56,0.83,1.13,0.5,0.63,15.31,?,?,0.45,0.76,123.47,?,2036.8,-0.71,2.96,5.33,36.58,-6.29,-0.08,?,0.0,?,49.0,2520.0,?,64.84,?,?,1548.89,?,?,46.71,?,14866.85,?,?,233437,0.0,?,0
?,?,977.23,1162.9,?,?,?,?,0.31,132.0,0.3,?,0.73,?,0.5,?,11.65,0.79,0.25,0.34,123.47,?,2036.8,-0.71,2.96,1.55,6.2,-6.12,-0.26,?,0.0,?,39.0,1980.0,0.01,?,?,86.0,1097.8,493.24,308.83,138.53,?,20347.94,?,?,372656,?,?,0
?,2782.0,?,1083.31,105.0,?,?,?,0.34,190.2,?,0.41,0.83,0.19,0.64,?,?,0.75,0.25,?,123.47,?,2036.8,-0.71,2.96,2.4,13.81,-6.11,?,?,0.0,?,305.0,16920.0,?,?,?,?,3874.68,1509.81,1022.59,311.3,?,21030.78,?,15.18,3912187,?,0.0,0
?,?,1260.77,?,98.0,28.89,?,2539.5,?,?,0.4,0.65,?,0.39,0.5,11.84,?,0.78,0.4,0.65,123.47,?,2036.8,-0.71,2.96,3.96,25.31,-5.0,-0.17,?,?,?,?,1890.0,0.02,61.97,?,?,1209.34,?,?,23.78,?,25938.88,?,?,?,0.0,?,0
?,?,?,?,119.0,?,12.11,?,0.47,81.5,0.48,0.7,1.05,?,0.67,?,?,?,?,0.59,123.47,?,2036.8,-0.71,2.96,2.3,?,?,-0.19,?,?,?,54.0,?,0.01,49.91,?,?,?,?,156.69,?,?,8424.77,?,?,331875,0.0,?,0
?,213.0,?,?,?,?,?,4524.0,0.29,?,?,0.45,0.74,0.21,0.53,17.09,8.25,0.71,0.3,0.41,123.47,?,2036.8,?,2.96,1.02,?,-6.81,?,?,?,?,74.0,3780.0,?,68.33,?,?,0.0,0.0,0.0,?,0.0,9510.06,?,?,299531,0.0,?,0
?,?,222.02,?,135.0,25.19,?,7499.0,0.27,121.5,0.27,0.36,0.67,?,?,?,?,?,?,0.28,123.47,?,2036.8,-0.71,?,?,4.33,-6.71,-0.52,?,0.0,?,104.0,5850.0,?,?,?,?,0.0,?,0.0,0.0,0.0,?,?,?,911250,0.0,?,0
?,?,?,614.86,91.0,?,?,1277.5,0.27,55.0,?,0.59,0.9,0.3,0.6,23.48,4.95,?,?,0.53,123.47,?,2036.8,-0.71,2.96,1.97,7.55,-6.83,?,?,?,?,15.0,810.0,?,?,?,?,562.5,?,82.5,29.05,?,?,?,?,70312,0.0,0.0,0
?,176.0,?,1424.2,?,?,7.38,?,?,?,?,0.38,?,0.21,?,25.13,11.95,0.78,0.24,?,123.47,?,2036.8,-0.71,2.96,?,4.39,-6.98,-0.42,?,0.0,?,41.0,?,0.01,?,?,?,0.0,?,0.0,?,0.0,7082.48,?,?,247500,0.0,0.0,0
?,725.0,?,?,?,29.27,?,8252.5,0.34,?,0.27,?,?,0.19,?,?,12.52,?,0.27,?,123.47,?,2036.8,-0.71,2.96,1.82,?,-5.48,-0.31,?,0.0,?,114.0,6480.0,?,?,?,86.0,1576.78,975.72,?,218.07,3.15,16397.91,?,?,1019531,?,0.0,0
23.0,565.0,646.26,?,58.0,?,?,?,0.32,?,0.38,0.51,?,0.28,0.56,?,13.46,?,?,?,?,?,2036.8,-0.71,?,1.61,7.16,-7.08,?,?,?,?,63.0,3510.0,?,25.84,?,?,?,?,603.16,?,2.04,14607.52,?,?,794531,0.0,?,0
24.0,?,?,?,117.0,?,13.37,?,0.41,?,0.33,0.47,0.7,?,0.49,?,6.76,?,0.33,0.46,123.47,?,2036.8,-0.71,2.96,3.1,16.46,-4.88,?,2.93,0.0,?,40.0,?,?,?,?,?,?,?,?,77.63,?,27659.79,?,?,177187,?,?,0
?,124.0,?,?,?,?,?,?,0.35,?,0.42,0.52,0.72,0.28,0.44,12.36,4.95,0.64,?,0.49,123.47,?,2036.8,-0.71,2.96,2.09,?,-6.18,?,?,0.0,?,43.0,2340.0,?,42.8,?,?,0.0,?,?,0.0,0.0,8922.23,36.02,?,174375,0.0,0.0,0
?,?,?,?,172.0,?,7.29,?,0.29,?,0.31,0.42,?,?,0.41,?,8.31,?,0.28,0.39,123.47,?,2036.8,-0.71,2.96,?,?,-5.99,?,?,?,?,46.0,?,0.01,43.77,?,?,?,?,?,?,0.0,8664.47,36.39,?,192656,?,?,0
27.0,?,?,?,?,?,?,?,?,?,?,0.44,0.72,0.19,0.53,?,15.42,?,0.23,?,123.47,?,2036.8,-0.71,?,0.68,3.42,-6.83,?,?,0.0,?,30.0,?,0.01,?,?,?,?,0.0,0.0,?,0.0,14247.68,?,?,?,?,?,0
?,?,?,?,175.0,?,8.08,1595.5,0.28,?,0.31,?,0.52,0.25,?,?,9.89,0.77,0.28,0.35,?,?,2036.8,-0.71,2.96,?,?,-5.51,?,?,?,?,18.0,?,0.01,?,?,?,?,?,0.0,0.0,0.0,7384.08,?,?,94218,?,0.0,0
?,?,?,?,175.0,28.65,?,?,?,?,?,?,0.61,?,0.41,?,?,0.77,0.24,0.29,123.47,0.23,?,-0.71,2.96,?,3.2,-5.31,?,?,?,?,51.0,2700.0,0.01,38.24,?,?,0.0,0.0,?,?,0.0,?,?,?,?,?,?,0
30.0,?,?,?,?,?,6.9,?,0.24,?,?,0.37,0.79,0.18,0.61,25.55,12.78,?,0.25,0.34,123.47,?,2036.8,-0.71,2.96,0.86,4.58,-7.08,?,?,0.0,?,47.0,?,?,49.84,?,?,?,0.0,0.0,?,0.0,9693.01,?,?,174375,0.0,?,0
?,?,?,?,110.0,?,?,?,0.37,78.6,0.42,0.59,?,0.42,?,13.95,?,?,0.35,0.49,123.47,0.21,2036.8,-0.71,?,?,14.22,-5.06,-0.31,2.6,0.0,?,?,2430.0,?,40.08,?,86.0,?,?,0.0,?,0.0,?,?,?,?,?,0.0,0
32.0,521.0,1023.16,?,32.0,?,23.47,?,0.67,?,0.38,0.55,0.94,0.17,0.77,19.37,8.53,0.95,0.37,0.52,?,0.28,2036.8,?,?,3.04,?,-5.17,-0.48,?,?,?,105.0,5760.0,0.01,55.23,?,86.0,?,?,?,0.0,?,22939.49,?,14.55,732656,0.0,?,0
?,276.0,?,190.66,?,?,12.16,?,?,?,0.51,0.69,1.11,0.25,0.85,?,?,?,0.33,0.5,123.47,0.22,2036.8,-0.71,2.96,4.46,31.09,-6.6,?,?,?,?,?,?,0.01,?,?,?,1079.71,?,?,67.45,?,17217.78,?,?,?,0.0,?,0
?,151.0,?,?,?,?,8.14,?,?,?,0.29,?,0.67,?,0.5,20.7,?,0.78,0.27,0.37,123.47,0.23,2036.8,-0.71,?,1.12,?,-4.18,?,?,0.0,?,?,3330.0,0.02,56.84,?,?,?,0.0,0.0,0.0,?,?,?,?,?,?,?,0
35.0,?,?,?,163.0,30.63,6.28,2489.0,?,?,0.21,?,?,?,?,30.61,18.23,0.83,?,0.25,123.47,?,2036.8,-0.71,2.96,?,3.79,-7.26,?,?,?,?,34.0,2070.0,0.01,44.5,143.0,86.0,0.0,?,?,?,0.0,9881.46,?,?,139218,?,?,0
?,136.0,?,?,17.0,?,?,1829.5,?,?,0.32,0.45,0.81,0.21,0.6,?,16.04,0.72,?,0.34,123.47,?,2036.8,-0.71,2.96,?,?,?,?,2.59,?,?,31.0,?,0.01,?,?,?,?,?,0.0,?,0.0,?,?,?,191250,0.0,?,0
?,94.0,?,1392.33,?,?,8.29,?,0.27,?,0.29,?,?,?,0.39,20.96,11.74,0.82,0.27,0.33,123.47,0.25,2036.8,-0.71,2.96,0.99,?,-5.97,-0.87,?,0.0,?,31.0,1800.0,?,35.52,?,?,?,0.0,?,?,?,?,?,?,132187,0.0,0.0,0
38.0,294.0,?,?,?,38.12,22.22,2893.5,0.58,142.9,0.43,0.51,0.73,0.27,0.46,?,?,?,?,0.48,123.47,?,2036.8,-0.71,2.96,1.36,4.79,-6.35,-0.61,?,?,2.61,52.0,2880.0,?,20.25,?,?,?,0.0,?,?,0.0,?,?,?,413437,?,?,0
?,?,?,?,?,?,7.83,1741.5,0.33,52.5,0.46,0.58,0.74,?,?,?,?,?,0.41,0.56,123.47,?,2036.8,-0.71,2.96,?,?,-6.23,?,?,?,?,30.0,1530.0,0.02,33.18,?,?,?,?,?,?,?,10051.15,?,?,?,?,?,0
40.0,136.0,279.57,514.77,69.0,?,15.06,?,0.51,?,0.5,0.66,0.89,0.38,?,12.32,3.82,?,0.43,0.61,123.47,?,2036.8,?,2.96,3.24,16.02,-6.57,-0.42,?,?,?,?,3150.0,0.02,58.77,?,86.0,913.18,?,138.21,61.71,?,13307.54,?,?,191250,0.0,?,0
?,?,?,688.64,?,?,8.65,?,0.3,?,0.34,0.4,?,0.29,0.25,?,?,?,0.3,?,123.47,?,2036.8,-0.71,2.96,?,3.36,?,?,?,?,2.94,16.0,900.0,0.01,?,?,?,500.31,?,115.74,42.16,4.32,?,?,?,81562,?,?,0
?,?,?,?,164.0,?,?,2694.5,?,120.6,0.28,0.41,?,0.21,0.53,?,?,0.68,?,?,123.47,?,?,-0.71,?,?,3.99,-5.67,?,?,?,2.91,46.0,?,0.01,?,?,86.0,?,?,0.0,?,0.0,?,?,?,324843,?,?,0
?,?,?,1583.98,113.0,30.09,13.08,1516.5,0.43,?,0.44,0.61,0.94,0.27,0.66,?,3.83,0.81,0.41,0.6,123.47,?,2036.8,-0.71,2.96,2.86,14.95,?,?,?,?,?,?,1260.0,0.02,?,?,?,?,0.0,?,?,0.0,?,?,?,78750,?,0.0,0
44.0,?,?,?,41.0,?,?,1783.0,0.22,?,0.62,0.74,0.88,0.56,0.32,?,1.97,0.7,0.54,0.72,?,?,2036.8,-0.71,2.96,?,3.68,-5.62,?,?,0.0,?,?,?,0.02,?,143.0,?,?,0.0,?,?,0.0,14345.38,?,?,?,?,?,0
