FICE,State,Public/private_indicator,Average_Math_SAT_score,Average_Verbal_SAT_score,Average_Combined_SAT_score,Average_ACT_score,First_quartile-Math_SAT,Third_quartile-Math_SAT,First_quartile-Verbal_SAT,Third_quartile-Verbal_SAT,First_quartile-ACT,Third_quartile-ACT,Number_of_applications_received,Number_of_applicants_accepted,Number_of_new_students_enrolled,Pct._new_students_from_top_10Perc_of_H.S._class,Pct._new_students_from_top_25Perc_of_H.S._class,Number_of_fulltime_undergraduates,Number_of_parttime_undergraduates,In-state_tuition,Out-of-state_tuition,Room_and_board_costs,Room_costs,Board_costs,Additional_fees,Estimated_book_costs,Estimated_personal_spending,Pct._of_faculty_with_Ph.D.s,Pct._of_faculty_with_terminal_degree,Student/faculty_ratio,Pct.alumni_who_donate,Instructional_expenditure_per_student,binaryClass
1445,DC,2,?,?,?,?,600.0,690.0,540.0,650.0,26.0,31.0,11115.0,2881.0,1390.0,71.0,93.0,5881.0,406.0,18300.0,18300.0,7131.0,2590.0,4541.0,156.0,670.0,1700.0,91.0,92.0,72.0,27.0,19635.0,0
3085,OH,2,415.0,423.0,838.0,19.0,370.0,480.0,410.0,470.0,17.0,22.0,136.0,107.0,42.0,12.0,36.0,377.0,373.0,8064.0,8064.0,3860.0,2420.0,?,80.0,650.0,700.0,61.0,61.0,87.0,38.0,7712.0,0
2083,MD,1,444.0,427.0,871.0,?,?,?,?,?,?,?,5892.0,3034.0,1358.0,20.0,80.0,4517.0,745.0,1794.0,4136.0,4640.0,?,?,643.0,550.0,?,80.0,80.0,182.0,36.0,6867.0,1
2128,MA,2,?,?,?,?,600.0,690.0,520.0,610.0,?,?,13112.0,6179.0,2154.0,66.0,94.0,8807.0,?,16640.0,16640.0,6960.0,3130.0,3830.0,448.0,500.0,1300.0,95.0,95.0,166.0,27.0,10989.0,0
3534,TN,2,601.0,557.0,1158.0,27.0,550.0,650.0,500.0,620.0,25.0,29.0,1445.0,966.0,326.0,46.0,83.0,1129.0,24.0,15350.0,15350.0,4080.0,2010.0,2070.0,175.0,450.0,810.0,89.0,93.0,103.0,52.0,18784.0,0
1772,IL,2,?,?,?,?,?,?,?,?,?,?,746.0,473.0,317.0,39.0,82.0,834.0,50.0,9600.0,9600.0,4110.0,2030.0,2080.0,75.0,600.0,1300.0,54.0,56.0,219.0,?,5252.0,1
1590,GA,1,375.0,334.0,709.0,17.0,?,?,?,?,?,?,1702.0,1448.0,726.0,12.0,39.0,2726.0,472.0,1800.0,3200.0,2145.0,2145.0,?,?,?,?,60.0,61.0,190.0,?,5847.0,1
2569,NV,1,486.0,417.0,903.0,21.0,?,?,?,?,17.0,23.0,?,2786.0,1595.0,25.0,50.0,7969.0,8008.0,1740.0,6490.0,4952.0,1702.0,3250.0,40.0,700.0,1700.0,76.0,84.0,148.0,14.0,8139.0,1
1768,IL,2,?,?,?,20.0,?,?,?,?,?,?,785.0,647.0,295.0,15.0,65.0,1670.0,726.0,10860.0,10860.0,4624.0,2666.0,1958.0,110.0,600.0,794.0,87.0,100.0,137.0,15.0,8953.0,1
2210,MA,1,482.0,423.0,905.0,?,417.0,550.0,373.0,481.0,?,?,3347.0,2597.0,1006.0,10.0,37.0,4664.0,1630.0,1836.0,6919.0,4500.0,?,?,1999.0,500.0,1250.0,74.0,90.0,150.0,20.0,7462.0,1
3486,TN,2,510.0,470.0,980.0,23.0,?,?,?,?,19.0,25.0,1239.0,1134.0,611.0,?,?,1957.0,343.0,5775.0,5775.0,3340.0,1450.0,1890.0,1110.0,500.0,1700.0,97.0,100.0,162.0,12.0,8048.0,0
1089,AR,1,?,?,?,21.0,?,?,?,?,18.0,24.0,1734.0,1729.0,951.0,12.0,52.0,3602.0,939.0,1730.0,3460.0,2650.0,?,?,60.0,450.0,1000.0,57.0,60.0,196.0,5.0,4739.0,1
29059,CA,2,485.0,420.0,905.0,22.0,400.0,570.0,360.0,490.0,19.0,24.0,688.0,497.0,144.0,30.0,75.0,641.0,101.0,10800.0,10800.0,4440.0,2520.0,1920.0,690.0,570.0,1515.0,55.0,60.0,131.0,13.0,8415.0,1
1509,FL,2,477.0,428.0,905.0,?,420.0,520.0,380.0,470.0,?,?,1025.0,770.0,257.0,?,?,1893.0,1220.0,8550.0,8550.0,4740.0,2880.0,1860.0,250.0,720.0,4029.0,90.0,88.0,204.0,18.0,12523.0,1
9226,SC,1,441.0,396.0,837.0,?,380.0,490.0,350.0,450.0,?,?,1801.0,1655.0,819.0,13.0,38.0,3224.0,436.0,2920.0,5840.0,3138.0,1540.0,1598.0,?,400.0,2430.0,76.0,76.0,191.0,8.0,5039.0,1
3641,TX,2,498.0,436.0,934.0,22.0,430.0,550.0,370.0,490.0,19.0,25.0,497.0,423.0,215.0,27.0,57.0,895.0,429.0,7850.0,7850.0,3410.0,1490.0,1920.0,50.0,490.0,1700.0,54.0,58.0,138.0,24.0,7002.0,1
2566,NE,1,?,?,?,20.0,?,?,?,?,18.0,23.0,1373.0,1373.0,724.0,6.0,21.0,2754.0,474.0,1500.0,2700.0,2660.0,1230.0,1430.0,264.0,540.0,1660.0,60.0,68.0,203.0,29.0,4550.0,1
2323,MI,2,498.0,439.0,937.0,21.0,400.0,600.0,370.0,510.0,18.0,25.0,927.0,731.0,415.0,24.0,50.0,2149.0,2217.0,11130.0,11130.0,3996.0,1926.0,2070.0,100.0,600.0,2166.0,72.0,79.0,135.0,14.0,10891.0,1
1606,HI,2,?,?,?,20.0,?,?,?,?,17.0,23.0,1038.0,533.0,428.0,21.0,42.0,2008.0,23.0,1780.0,1780.0,3360.0,?,3360.0,?,?,?,64.0,64.0,168.0,?,?,0
3720,VA,2,?,?,?,?,390.0,510.0,360.0,460.0,?,?,1756.0,1500.0,366.0,3.0,21.0,1524.0,280.0,12450.0,12450.0,5400.0,2900.0,2500.0,100.0,450.0,870.0,62.0,66.0,124.0,24.0,8832.0,0
2622,NJ,1,463.0,417.0,880.0,?,?,?,?,?,?,?,3344.0,2322.0,1105.0,6.0,43.0,6804.0,3933.0,1965.0,2875.0,3840.0,2640.0,1200.0,590.0,600.0,?,76.0,85.0,172.0,?,6001.0,1
7085,OH,2,?,?,?,22.0,?,?,?,?,?,?,510.0,485.0,334.0,18.0,36.0,1114.0,94.0,7400.0,7400.0,3346.0,?,?,516.0,600.0,600.0,57.0,57.0,198.0,7.0,6869.0,1
1041,AL,2,525.0,480.0,990.0,24.0,480.0,550.0,430.0,520.0,22.0,26.0,773.0,694.0,230.0,?,?,942.0,224.0,11478.0,11478.0,4788.0,2450.0,2338.0,645.0,500.0,900.0,80.0,89.0,144.0,23.0,8594.0,0
3440,SC,2,466.0,418.0,884.0,20.0,360.0,420.0,320.0,430.0,?,?,872.0,722.0,154.0,14.0,36.0,601.0,36.0,10194.0,10194.0,2600.0,1600.0,1000.0,300.0,500.0,1500.0,57.0,63.0,114.0,32.0,5788.0,0
2803,NY,2,?,?,?,28.0,610.0,710.0,470.0,590.0,26.0,30.0,4996.0,4165.0,936.0,53.0,82.0,4291.0,16.0,17475.0,17475.0,5976.0,?,?,550.0,1230.0,1100.0,94.0,98.0,154.0,21.0,15605.0,0
1813,IN,1,428.0,388.0,816.0,19.0,360.0,490.0,330.0,440.0,17.0,21.0,4630.0,3655.0,2301.0,5.0,27.0,9216.0,11176.0,2766.0,8490.0,?,?,?,212.0,600.0,2200.0,69.0,85.0,104.0,39.0,12803.0,1
2217,MA,2,530.0,480.0,1010.0,?,480.0,580.0,440.0,520.0,?,?,3646.0,2300.0,585.0,25.0,69.0,2022.0,926.0,12170.0,12170.0,6172.0,?,?,275.0,480.0,800.0,79.0,79.0,130.0,30.0,7495.0,0
2798,NY,2,520.0,430.0,950.0,?,?,?,?,?,?,?,1181.0,903.0,292.0,?,?,1622.0,166.0,13975.0,13975.0,6740.0,4360.0,2380.0,380.0,1500.0,630.0,?,92.0,108.0,10.0,13737.0,1
3724,VA,2,467.0,440.0,907.0,?,410.0,510.0,380.0,490.0,?,?,941.0,772.0,214.0,10.0,30.0,1247.0,776.0,11390.0,11390.0,5280.0,?,?,?,500.0,750.0,77.0,82.0,106.0,17.0,8575.0,1
7109,NY,1,?,?,?,?,?,?,?,?,?,?,1358.0,1328.0,370.0,?,18.0,2992.0,1202.0,2150.0,5750.0,4420.0,2990.0,1430.0,248.0,660.0,?,67.0,74.0,253.0,?,6288.0,1
1556,GA,2,459.0,471.0,930.0,?,?,?,?,?,?,?,367.0,274.0,158.0,12.0,41.0,917.0,479.0,9592.0,9592.0,5879.0,?,?,?,500.0,700.0,71.0,80.0,137.0,12.0,5935.0,1
1102,AR,2,?,?,?,?,?,?,?,?,21.0,26.0,910.0,773.0,450.0,31.0,73.0,1310.0,61.0,6530.0,6530.0,2800.0,2800.0,?,100.0,500.0,1500.0,63.0,67.0,133.0,10.0,6413.0,0
2330,MI,1,?,?,?,23.0,?,?,?,?,20.0,25.0,9167.0,7191.0,2738.0,24.0,53.0,15739.0,4278.0,2785.0,6940.0,4100.0,1675.0,2425.0,455.0,500.0,1700.0,80.0,84.0,247.0,11.0,5983.0,1
2984,NC,1,494.0,441.0,935.0,21.0,440.0,550.0,390.0,480.0,?,?,6071.0,3856.0,1449.0,15.0,67.0,6635.0,1145.0,1492.0,7558.0,3680.0,2100.0,1580.0,752.0,500.0,1500.0,82.0,85.0,191.0,15.0,6005.0,1
1749,IL,2,?,?,?,19.0,?,?,?,?,15.0,21.0,422.0,367.0,218.0,13.0,40.0,1700.0,2902.0,8580.0,8580.0,5100.0,5100.0,?,80.0,600.0,?,75.0,79.0,122.0,13.0,8995.0,0
2282,MI,2,?,?,?,?,?,?,?,?,18.0,22.0,440.0,391.0,231.0,13.0,27.0,1367.0,2662.0,5040.0,5040.0,4152.0,2074.0,2078.0,40.0,395.0,1155.0,54.0,61.0,147.0,?,5518.0,1
3732,VA,1,490.0,460.0,950.0,22.0,410.0,510.0,380.0,470.0,19.0,22.0,5702.0,4894.0,1742.0,15.0,37.0,8077.0,472.0,2924.0,6684.0,4110.0,4110.0,?,?,500.0,900.0,73.0,83.0,196.0,9.0,4519.0,0
5015,WI,1,?,?,?,20.0,?,?,?,?,18.0,22.0,1705.0,1339.0,772.0,9.0,28.0,2999.0,1825.0,?,?,?,?,?,?,?,?,87.0,93.0,184.0,13.0,6855.0,1
3690,VT,2,520.0,550.0,1070.0,?,500.0,600.0,520.0,640.0,?,?,268.0,187.0,63.0,?,?,260.0,11.0,18375.0,18375.0,6075.0,?,?,380.0,300.0,300.0,56.0,72.0,75.0,41.0,11767.0,0
2603,NJ,2,603.0,564.0,1188.0,?,550.0,680.0,510.0,630.0,?,?,2153.0,1580.0,321.0,56.0,84.0,1192.0,87.0,18432.0,18432.0,5616.0,3224.0,2342.0,510.0,520.0,660.0,93.0,97.0,102.0,28.0,14907.0,0
2613,NJ,1,440.0,400.0,840.0,?,?,?,?,?,?,?,2957.0,1423.0,691.0,10.0,30.0,3817.0,1394.0,2798.0,3946.0,4800.0,2000.0,2800.0,646.0,400.0,1500.0,63.0,67.0,149.0,10.0,8367.0,1
3301,PA,2,?,?,?,?,480.0,580.0,440.0,530.0,21.0,25.0,1232.0,955.0,303.0,23.0,58.0,1241.0,485.0,14990.0,14990.0,4730.0,2130.0,2600.0,180.0,550.0,1250.0,86.0,92.0,152.0,28.0,9566.0,0
3705,VA,1,640.0,600.0,1240.0,?,590.0,700.0,540.0,650.0,?,?,7117.0,3106.0,1217.0,68.0,88.0,5186.0,134.0,2808.0,11720.0,4298.0,2318.0,1980.0,1748.0,600.0,800.0,89.0,92.0,121.0,31.0,9534.0,0
3777,WA,2,?,?,?,?,?,?,?,?,?,?,97.0,62.0,21.0,?,?,286.0,227.0,5820.0,5820.0,?,?,?,20.0,672.0,2424.0,48.0,52.0,95.0,13.0,5188.0,0
1253,CA,2,532.0,476.0,1008.0,22.0,470.0,590.0,410.0,530.0,20.0,25.0,346.0,274.0,146.0,51.0,87.0,704.0,63.0,9900.0,9900.0,3670.0,1500.0,2170.0,174.0,630.0,1818.0,59.0,59.0,105.0,14.0,8095.0,1
2957,NC,2,514.0,491.0,1005.0,26.0,460.0,570.0,420.0,550.0,24.0,28.0,516.0,392.0,154.0,32.0,62.0,630.0,549.0,11020.0,11020.0,4970.0,2160.0,2810.0,50.0,610.0,1900.0,73.0,75.0,140.0,36.0,9315.0,1
1815,IN,1,?,?,?,?,?,?,?,?,?,?,1572.0,1241.0,907.0,5.0,18.0,2699.0,2611.0,2369.0,6140.0,?,?,?,96.0,500.0,?,56.0,78.0,182.0,5.0,4635.0,1
1466,FL,2,470.0,430.0,900.0,20.0,390.0,540.0,360.0,490.0,17.0,24.0,990.0,784.0,279.0,18.0,45.0,1811.0,3144.0,11290.0,11290.0,5360.0,5360.0,?,240.0,600.0,1800.0,76.0,78.0,126.0,11.0,9084.0,0
1173,CA,2,700.0,640.0,1340.0,31.0,650.0,730.0,600.0,680.0,?,?,3037.0,1130.0,390.0,80.0,98.0,1500.0,?,17720.0,17720.0,7220.0,?,?,180.0,800.0,1000.0,94.0,98.0,89.0,47.0,20682.0,0
1968,KY,1,?,?,?,?,348.0,480.0,290.0,415.0,16.0,20.0,1636.0,952.0,424.0,6.0,22.0,1544.0,896.0,1340.0,4120.0,2682.0,1456.0,1226.0,100.0,510.0,?,60.0,61.0,150.0,?,8372.0,1
2268,MI,1,?,?,?,23.0,?,?,?,?,20.0,25.0,5165.0,3887.0,1561.0,20.0,60.0,8234.0,2619.0,2422.0,6108.0,3800.0,3800.0,?,120.0,500.0,1000.0,64.0,66.0,206.0,9.0,5063.0,1
1415,CT,1,644.0,542.0,1186.0,?,600.0,700.0,540.0,610.0,?,?,5099.0,466.0,277.0,72.0,97.0,930.0,?,?,?,?,?,?,?,?,?,31.0,31.0,83.0,6.0,36704.0,0
2841,NY,1,506.0,446.0,952.0,22.0,450.0,550.0,400.0,490.0,20.0,23.0,7294.0,3564.0,904.0,7.0,34.0,5758.0,1363.0,2650.0,6550.0,4460.0,2760.0,1700.0,315.0,500.0,705.0,79.0,83.0,190.0,14.0,6632.0,1
2199,MA,2,531.0,467.0,998.0,23.0,460.0,600.0,410.0,520.0,20.0,26.0,11901.0,8492.0,2517.0,16.0,42.0,11160.0,10221.0,13380.0,13380.0,7425.0,3990.0,3435.0,186.0,600.0,1750.0,73.0,82.0,129.0,17.0,9563.0,1
9645,MA,2,597.0,574.0,1171.0,?,520.0,690.0,510.0,650.0,?,?,300.0,171.0,132.0,?,?,303.0,3.0,16900.0,16900.0,5620.0,2880.0,2740.0,2000.0,400.0,900.0,76.0,85.0,82.0,21.0,13311.0,0
3217,OR,2,632.0,603.0,1235.0,28.0,570.0,700.0,550.0,660.0,?,?,1966.0,1436.0,327.0,47.0,80.0,1199.0,61.0,19960.0,19960.0,5490.0,2690.0,2800.0,150.0,500.0,450.0,90.0,90.0,118.0,37.0,15886.0,0
2899,NY,2,510.0,480.0,990.0,?,450.0,560.0,430.0,540.0,?,?,1416.0,1015.0,417.0,10.0,44.0,1324.0,117.0,13500.0,13500.0,5800.0,5800.0,?,?,585.0,1700.0,67.0,78.0,132.0,23.0,9006.0,0
1671,IL,2,554.0,511.0,1065.0,25.0,480.0,610.0,440.0,560.0,22.0,27.0,4815.0,3551.0,1227.0,30.0,58.0,6069.0,3719.0,11214.0,11214.0,4932.0,1479.0,3453.0,30.0,600.0,?,69.0,76.0,161.0,25.0,8322.0,0
1788,IN,2,544.0,484.0,1028.0,25.0,480.0,610.0,420.0,540.0,22.0,28.0,2362.0,2037.0,700.0,40.0,68.0,2607.0,148.0,13130.0,13130.0,4650.0,2480.0,2170.0,65.0,500.0,1600.0,77.0,81.0,109.0,29.0,9511.0,0
6771,MI,2,470.0,450.0,?,21.0,430.0,430.0,400.0,500.0,19.0,23.0,601.0,396.0,203.0,1.0,20.0,525.0,323.0,11230.0,11230.0,6643.0,3843.0,2800.0,130.0,2340.0,620.0,8.0,58.0,68.0,4.0,13025.0,1
1551,GA,2,404.0,400.0,804.0,19.0,?,?,?,?,?,?,4502.0,2497.0,790.0,?,?,2844.0,88.0,7908.0,7908.0,4238.0,2168.0,2070.0,200.0,600.0,1500.0,63.0,63.0,149.0,?,9345.0,1
1799,IN,2,519.0,487.0,1006.0,?,410.0,570.0,400.0,550.0,?,?,440.0,396.0,221.0,26.0,51.0,910.0,166.0,9420.0,9420.0,3730.0,1800.0,1930.0,?,600.0,1230.0,51.0,56.0,99.0,46.0,10270.0,0
2453,MO,2,?,?,?,?,?,?,?,?,18.0,23.0,633.0,504.0,210.0,11.0,32.0,920.0,148.0,7780.0,7780.0,3370.0,1820.0,1550.0,270.0,600.0,1300.0,50.0,44.0,151.0,?,6850.0,1
3423,SC,1,?,?,?,?,450.0,600.0,400.0,550.0,20.0,24.0,1500.0,1242.0,611.0,12.0,36.0,2024.0,292.0,3076.0,7070.0,2439.0,830.0,1609.0,264.0,400.0,779.0,95.0,94.0,171.0,17.0,7744.0,0
3924,WI,1,?,?,?,22.0,?,?,?,?,20.0,24.0,4191.0,3090.0,1375.0,17.0,46.0,7198.0,998.0,2355.0,7142.0,2958.0,1620.0,1338.0,?,300.0,1230.0,?,?,192.0,?,?,0
2843,NY,1,524.0,460.0,984.0,23.0,493.0,559.0,440.0,493.0,22.0,25.0,7888.0,3519.0,1036.0,6.0,40.0,5011.0,346.0,2650.0,6550.0,4680.0,2680.0,2000.0,316.0,630.0,1274.0,82.0,85.0,178.0,17.0,5563.0,1
2531,MT,1,575.0,481.0,1056.0,22.0,430.0,580.0,390.0,520.0,20.0,26.0,572.0,544.0,320.0,45.0,72.0,1470.0,416.0,2013.0,6073.0,3400.0,1260.0,2140.0,?,550.0,1400.0,71.0,71.0,164.0,31.0,6112.0,0
2579,NH,2,?,?,?,?,?,?,?,?,?,?,951.0,879.0,199.0,5.0,15.0,744.0,196.0,13325.0,13325.0,5335.0,2770.0,2565.0,?,?,?,42.0,52.0,95.0,25.0,10164.0,1
1051,AL,1,?,?,?,23.0,?,?,?,?,20.0,25.0,7593.0,5972.0,2682.0,?,57.0,13780.0,1599.0,2172.0,5424.0,3530.0,1600.0,1930.0,?,580.0,1654.0,80.0,91.0,173.0,29.0,6426.0,1
2731,NY,2,?,?,?,?,550.0,600.0,490.0,540.0,24.0,27.0,2688.0,2081.0,500.0,25.0,53.0,1792.0,5.0,19029.0,19029.0,5841.0,2877.0,2964.0,431.0,600.0,600.0,99.0,99.0,121.0,37.0,13040.0,0
1852,IA,2,?,?,?,21.0,?,?,?,?,21.0,26.0,460.0,340.0,167.0,14.0,45.0,604.0,350.0,10740.0,10740.0,3676.0,1838.0,1838.0,225.0,350.0,900.0,67.0,71.0,110.0,27.0,7963.0,0
2707,NY,2,680.0,620.0,1300.0,?,630.0,720.0,590.0,680.0,?,?,6756.0,1930.0,871.0,78.0,96.0,3376.0,55.0,18624.0,18624.0,6664.0,3740.0,2924.0,486.0,550.0,300.0,97.0,98.0,59.0,21.0,30639.0,0
3739,VA,2,?,?,?,?,?,?,?,?,?,?,651.0,581.0,243.0,8.0,17.0,617.0,34.0,5000.0,5000.0,3650.0,3650.0,?,515.0,600.0,600.0,45.0,45.0,140.0,8.0,8426.0,1
1580,GA,2,529.0,473.0,1002.0,24.0,500.0,620.0,440.0,550.0,21.0,27.0,2286.0,1668.0,564.0,37.0,70.0,2943.0,1260.0,11985.0,11985.0,4081.0,2160.0,1921.0,?,400.0,1500.0,93.0,95.0,92.0,15.0,8995.0,0
2229,MA,2,?,?,?,?,650.0,740.0,600.0,710.0,29.0,32.0,4186.0,1245.0,526.0,81.0,96.0,1988.0,29.0,19629.0,19629.0,5790.0,2855.0,2935.0,141.0,500.0,1200.0,94.0,99.0,90.0,64.0,22014.0,0
2290,MI,1,524.0,461.0,982.0,23.0,450.0,590.0,400.0,520.0,21.0,25.0,18114.0,15096.0,6180.0,23.0,57.0,26640.0,4120.0,4103.0,10658.0,3734.0,1646.0,2088.0,524.0,504.0,600.0,93.0,95.0,140.0,9.0,10520.0,0
1414,CT,2,?,?,?,?,570.0,670.0,510.0,610.0,23.0,29.0,3058.0,1798.0,478.0,46.0,84.0,1737.0,244.0,18810.0,18810.0,5690.0,3540.0,2150.0,780.0,500.0,680.0,91.0,96.0,104.0,48.0,18034.0,0
1174,CA,2,590.0,560.0,1150.0,26.0,540.0,640.0,500.0,610.0,?,?,855.0,632.0,139.0,60.0,83.0,569.0,7.0,17238.0,17238.0,7350.0,3500.0,3850.0,112.0,600.0,800.0,95.0,100.0,82.0,41.0,18372.0,0
1452,DC,2,440.0,402.0,842.0,20.0,?,?,?,?,?,?,149.0,70.0,61.0,15.0,35.0,203.0,138.0,13780.0,13780.0,6915.0,3107.0,3808.0,500.0,500.0,500.0,84.0,90.0,57.0,20.0,13844.0,0
2903,NY,2,621.0,553.0,1174.0,?,560.0,675.0,510.0,630.0,?,?,1002.0,857.0,606.0,?,?,1948.0,42.0,12584.0,12584.0,4192.0,2892.0,1300.0,270.0,520.0,1390.0,86.0,90.0,52.0,38.0,22724.0,0
3163,OK,1,?,?,?,?,?,?,?,?,18.0,24.0,620.0,410.0,346.0,?,?,?,?,?,?,?,?,?,?,?,?,40.0,40.0,162.0,?,3997.0,1
3036,OH,2,516.0,488.0,1004.0,24.0,440.0,590.0,410.0,550.0,20.0,26.0,553.0,452.0,228.0,22.0,49.0,1301.0,242.0,9650.0,9650.0,4400.0,2200.0,2200.0,260.0,600.0,1000.0,57.0,69.0,149.0,8.0,6336.0,0
3631,TX,1,441.0,391.0,832.0,20.0,380.0,510.0,340.0,440.0,18.0,21.0,1195.0,1095.0,923.0,?,28.0,4856.0,724.0,840.0,4860.0,2784.0,1292.0,1492.0,639.0,1000.0,?,60.0,60.0,219.0,?,4242.0,1
1342,CA,2,507.0,454.0,961.0,?,430.0,580.0,390.0,510.0,?,?,1681.0,1069.0,344.0,35.0,63.0,1235.0,30.0,16249.0,16249.0,5699.0,5699.0,?,579.0,500.0,1998.0,84.0,92.0,136.0,29.0,11778.0,1
4509,CO,1,?,?,?,?,450.0,570.0,400.0,510.0,21.0,26.0,826.0,620.0,318.0,12.0,39.0,2570.0,1569.0,2475.0,8090.0,5544.0,?,?,?,540.0,2888.0,93.0,93.0,150.0,?,6236.0,0
1793,IN,2,570.0,550.0,1120.0,25.0,490.0,630.0,480.0,600.0,23.0,29.0,1358.0,1006.0,274.0,35.0,63.0,1028.0,13.0,15036.0,15036.0,4056.0,1899.0,2157.0,273.0,600.0,600.0,90.0,94.0,106.0,46.0,14634.0,0
1055,AL,1,542.0,468.0,1010.0,24.0,470.0,610.0,390.0,530.0,21.0,26.0,1376.0,957.0,445.0,?,57.0,2727.0,3394.0,2480.0,4960.0,3500.0,2500.0,1000.0,?,600.0,2100.0,83.0,88.0,127.0,12.0,8863.0,1
6858,ME,2,490.0,475.0,965.0,?,?,?,?,?,?,?,456.0,409.0,185.0,?,?,458.0,25.0,8750.0,9550.0,4750.0,2375.0,2375.0,425.0,400.0,700.0,45.0,48.0,114.0,?,6145.0,1
1940,KS,2,?,?,?,21.0,?,?,?,?,?,?,213.0,155.0,75.0,28.0,66.0,504.0,147.0,7200.0,7200.0,3532.0,?,?,?,550.0,1500.0,56.0,56.0,118.0,12.0,7818.0,1
1958,KY,2,?,?,?,?,?,?,?,?,18.0,24.0,307.0,260.0,99.0,17.0,42.0,452.0,249.0,7500.0,7500.0,3200.0,3200.0,?,?,650.0,?,49.0,54.0,101.0,57.0,6554.0,1
2933,NC,2,456.0,423.0,879.0,?,390.0,520.0,380.0,470.0,?,?,1412.0,1149.0,347.0,11.0,25.0,2045.0,359.0,7550.0,7550.0,4050.0,2440.0,1610.0,750.0,600.0,?,55.0,61.0,178.0,13.0,4947.0,0
3016,OH,2,512.0,438.0,972.0,23.0,430.0,600.0,380.0,510.0,20.0,25.0,692.0,514.0,209.0,20.0,50.0,760.0,81.0,9900.0,9900.0,3990.0,2373.0,1617.0,?,400.0,900.0,76.0,71.0,133.0,19.0,9073.0,1
3317,PA,1,?,?,?,?,?,?,?,?,?,?,1104.0,767.0,287.0,?,?,1130.0,65.0,2728.0,6122.0,3340.0,1728.0,1612.0,210.0,500.0,?,52.0,55.0,130.0,?,10621.0,0
2967,NC,2,465.0,450.0,915.0,?,?,?,?,?,?,?,624.0,599.0,170.0,?,?,612.0,150.0,10375.0,10375.0,4575.0,1825.0,2750.0,?,500.0,1050.0,79.0,93.0,138.0,?,9332.0,1
3835,WI,2,575.0,549.0,1124.0,26.0,520.0,640.0,490.0,610.0,23.0,28.0,1320.0,923.0,284.0,26.0,54.0,1085.0,81.0,16304.0,16304.0,3616.0,1748.0,1868.0,170.0,355.0,715.0,87.0,95.0,111.0,26.0,12957.0,0
1837,IN,2,?,?,?,?,?,?,?,?,18.0,23.0,69.0,44.0,36.0,30.0,44.0,118.0,?,6004.0,6004.0,4226.0,?,?,76.0,400.0,2100.0,67.0,67.0,49.0,23.0,?,0
1893,IA,2,?,?,?,22.0,?,?,?,?,19.0,25.0,663.0,452.0,192.0,10.0,35.0,1481.0,1160.0,8840.0,8840.0,3060.0,3060.0,?,?,500.0,1000.0,69.0,75.0,174.0,19.0,3733.0,0
2410,MS,1,?,?,?,?,?,?,?,?,?,?,4799.0,3278.0,1561.0,?,?,4786.0,669.0,2230.0,4190.0,2446.0,1220.0,1226.0,65.0,300.0,?,60.0,64.0,154.0,?,6358.0,1
8849,FL,2,496.0,451.0,947.0,21.0,420.0,570.0,390.0,520.0,20.0,25.0,729.0,625.0,349.0,?,?,1432.0,334.0,7900.0,7900.0,3400.0,3400.0,?,?,500.0,500.0,?,74.0,190.0,?,6014.0,1
1374,CT,2,460.0,430.0,890.0,23.0,?,?,?,?,?,?,353.0,340.0,103.0,17.0,45.0,416.0,230.0,13290.0,13290.0,5720.0,5720.0,?,200.0,500.0,1500.0,90.0,93.0,115.0,26.0,8861.0,0
3723,VA,2,468.0,461.0,929.0,?,425.0,550.0,400.0,560.0,?,?,499.0,441.0,199.0,26.0,52.0,846.0,377.0,11200.0,11200.0,7400.0,7400.0,?,?,600.0,1300.0,66.0,79.0,68.0,50.0,10819.0,0
3370,PA,2,672.0,630.0,1302.0,?,630.0,720.0,580.0,690.0,?,?,3203.0,1255.0,413.0,81.0,97.0,1387.0,?,19124.0,19124.0,6584.0,3384.0,3200.0,192.0,772.0,728.0,93.0,97.0,88.0,58.0,23975.0,0
9762,ME,1,504.0,453.0,957.0,?,450.0,550.0,410.0,500.0,?,?,2335.0,1933.0,905.0,10.0,39.0,3556.0,2917.0,2880.0,8160.0,4219.0,?,?,226.0,500.0,1530.0,?,77.0,146.0,17.0,7391.0,0
1495,FL,2,?,?,?,?,?,?,?,?,?,?,1344.0,1008.0,305.0,16.0,34.0,1556.0,517.0,9600.0,9600.0,4380.0,2020.0,2360.0,480.0,700.0,1400.0,61.0,66.0,121.0,20.0,7679.0,0
1036,AL,2,?,?,?,?,485.0,585.0,445.0,545.0,22.0,28.0,1680.0,1395.0,691.0,34.0,76.0,2959.0,402.0,8236.0,8236.0,3700.0,3700.0,?,?,569.0,1650.0,74.0,75.0,147.0,17.0,9533.0,0
2713,NY,2,?,?,?,?,?,?,?,?,?,?,360.0,329.0,108.0,4.0,19.0,756.0,863.0,8310.0,8310.0,5500.0,5500.0,?,395.0,600.0,1800.0,43.0,43.0,127.0,5.0,5480.0,1
3797,WA,2,581.0,520.0,1101.0,26.0,510.0,680.0,450.0,560.0,22.0,27.0,4044.0,2826.0,688.0,51.0,83.0,2738.0,138.0,16230.0,16230.0,4500.0,4500.0,?,140.0,630.0,1800.0,79.0,86.0,150.0,17.0,11217.0,0
